Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HT_match_played,HT_current_standing,HT_past_standing,HT_goal_for,HT_goal_against,HT_goal_differnece,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_goal_for,AT_goal_against,AT_goal_differnece,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate,HomeOVA,AwayOVA,HT_win_rate_against,AT_win_rate_against
1998-12-26,Southampton,Chelsea,0,2,A,18,13,,15,35,-20,0.16666666666666666,18,33,,29,17,12,0.4444444444444444,0,0,0,0,0,0,0,0,0.4,0.4,,,0.3,0.6
1998-12-26,Wimbledon,Charlton,2,1,H,18,26,,23,29,-6,0.3888888888888889,18,16,,22,28,-6,0.16666666666666666,0,0,0,0,0,0,1,1,0.6,0.0,,,,
1998-12-28,Aston Villa,Sheffield Weds,2,1,H,19,36,,29,19,10,0.5263157894736842,19,22,,20,20,0,0.3157894736842105,0,0,0,0,0,0,0,0,0.4,0.4,,,0.36363636363636365,0.2727272727272727
1998-12-28,Charlton,Arsenal,0,1,A,19,16,,23,30,-7,0.15789473684210525,19,32,,21,11,10,0.42105263157894735,0,0,1,1,0,0,0,0,0.0,0.4,,,0.0,0.0
1998-12-28,Derby,Middlesbrough,2,1,H,19,25,,18,17,1,0.2631578947368421,19,30,,31,24,7,0.3684210526315789,0,0,0,0,0,0,0,0,0.2,0.4,,,0.3333333333333333,0.3333333333333333
1998-12-28,Leicester,Blackburn,1,1,D,19,27,,22,20,2,0.3684210526315789,19,17,,19,27,-8,0.21052631578947367,0,0,0,0,0,0,0,0,0.6,0.4,,,0.14285714285714285,0.42857142857142855
1998-12-28,Liverpool,Newcastle,4,2,H,19,28,,32,23,9,0.42105263157894735,19,24,,22,24,-2,0.3157894736842105,0,0,0,0,0,0,0,0,0.6,0.4,,,0.5454545454545454,0.2727272727272727
1998-12-28,Nott'm Forest,Southampton,1,1,D,19,12,,17,35,-18,0.10526315789473684,19,13,,15,37,-22,0.15789473684210525,0,0,0,0,0,0,0,0,0.0,0.2,,,0.5714285714285714,0.14285714285714285
1998-12-28,Tottenham,Everton,4,1,H,19,24,,24,29,-5,0.3157894736842105,19,23,,12,17,-5,0.2631578947368421,0,0,0,0,0,0,0,0,0.2,0.4,,,0.45454545454545453,0.09090909090909091
1998-12-28,West Ham,Coventry,2,0,H,19,29,,22,23,-1,0.42105263157894735,19,17,,16,27,-11,0.21052631578947367,0,0,0,0,0,0,0,0,0.4,0.0,,,0.36363636363636365,0.18181818181818182
1998-12-29,Chelsea,Man United,0,0,D,19,36,,31,17,14,0.4736842105263158,19,34,,39,23,16,0.4736842105263158,0,0,0,0,0,0,0,0,0.6,0.2,,,0.2727272727272727,0.2727272727272727
1998-12-29,Leeds,Wimbledon,2,2,D,19,32,,32,17,15,0.42105263157894735,19,29,,25,30,-5,0.42105263157894735,0,0,0,0,0,0,0,0,0.6,0.6,,,0.36363636363636365,0.2727272727272727
1999-01-09,Arsenal,Liverpool,0,0,D,20,35,,22,11,11,0.45,20,31,,36,25,11,0.45,1,0,0,0,1,0,0,0,0.6,0.6,,,0.09090909090909091,0.6363636363636364
1999-01-09,Blackburn,Leeds,1,0,H,20,18,,20,28,-8,0.2,20,33,,34,19,15,0.4,0,0,0,0,0,0,0,0,0.4,0.6,,,0.18181818181818182,0.36363636363636365
1999-01-09,Coventry,Nott'm Forest,4,0,H,20,17,,16,29,-13,0.2,20,13,,18,36,-18,0.1,0,0,0,0,0,0,0,0,0.0,0.0,,,0.14285714285714285,0.42857142857142855
1999-01-09,Everton,Leicester,0,0,D,20,23,,13,21,-8,0.25,20,28,,23,21,2,0.35,0,0,0,0,0,0,0,0,0.2,0.6,,,0.2857142857142857,0.14285714285714285
1999-01-09,Middlesbrough,Aston Villa,0,0,D,20,30,,32,26,6,0.35,20,39,,31,20,11,0.55,0,0,0,0,0,0,0,0,0.4,0.6,,,0.2,0.6
1999-01-09,Newcastle,Chelsea,0,1,A,20,24,,24,28,-4,0.3,20,37,,31,17,14,0.45,0,0,0,0,0,0,0,0,0.2,0.4,,,0.36363636363636365,0.2727272727272727
1999-01-09,Sheffield Weds,Tottenham,0,0,D,20,22,,21,22,-1,0.3,20,27,,28,30,-2,0.35,0,0,1,0,0,0,0,0,0.4,0.4,,,0.45454545454545453,0.45454545454545453
1999-01-09,Southampton,Charlton,3,1,H,20,14,,16,38,-22,0.15,20,16,,23,31,-8,0.15,0,0,0,0,0,0,1,1,0.2,0.0,,,0.0,1.0
1999-01-09,Wimbledon,Derby,2,1,H,20,30,,27,32,-5,0.4,20,28,,20,18,2,0.3,0,0,0,0,0,0,0,0,0.6,0.2,,,0.2,0.0
1999-01-10,Man United,West Ham,4,1,H,20,35,,39,23,16,0.45,20,32,,24,23,1,0.45,0,0,0,0,0,0,0,0,0.2,0.4,,,0.5454545454545454,0.0
1999-01-16,Chelsea,Coventry,2,1,H,21,40,,32,17,15,0.4761904761904762,21,20,,20,29,-9,0.2380952380952381,0,0,0,0,0,0,0,0,0.6,0.2,,,0.18181818181818182,0.45454545454545453
1999-01-16,Derby,Blackburn,1,0,H,21,28,,21,20,1,0.2857142857142857,21,21,,21,28,-7,0.2380952380952381,0,0,0,0,0,0,0,0,0.2,0.4,,,0.4,0.2
1999-01-16,Leeds,Middlesbrough,2,0,H,21,33,,34,20,14,0.3809523809523809,21,31,,32,26,6,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.4,,,0.0,0.2
1999-01-16,Leicester,Man United,2,6,A,21,29,,23,21,2,0.3333333333333333,21,38,,43,24,19,0.4761904761904762,0,0,0,0,0,0,0,0,0.4,0.4,,,0.14285714285714285,0.2857142857142857
1999-01-16,Liverpool,Southampton,7,1,H,21,32,,36,25,11,0.42857142857142855,21,17,,19,39,-20,0.19047619047619047,0,0,0,0,0,0,0,0,0.6,0.4,,,0.6363636363636364,0.18181818181818182
1999-01-16,Nott'm Forest,Arsenal,0,1,A,21,13,,18,40,-22,0.09523809523809523,21,36,,22,11,11,0.42857142857142855,0,0,0,0,0,0,0,0,0.0,0.6,,,0.14285714285714285,0.5714285714285714
1999-01-16,Tottenham,Wimbledon,0,0,D,21,28,,28,30,-2,0.3333333333333333,21,33,,29,33,-4,0.42857142857142855,0,0,0,0,0,0,0,0,0.2,0.6,,,0.45454545454545453,0.36363636363636365
1999-01-16,West Ham,Sheffield Weds,0,4,A,21,32,,25,27,-2,0.42857142857142855,21,23,,21,22,-1,0.2857142857142857,0,0,0,0,0,0,0,0,0.4,0.2,,,0.45454545454545453,0.2727272727272727
1999-01-17,Charlton,Newcastle,2,2,D,21,16,,24,34,-10,0.14285714285714285,21,24,,24,29,-5,0.2857142857142857,0,0,1,1,0,0,1,0,0.0,0.2,,,0.0,0.0
1999-01-18,Aston Villa,Everton,3,0,H,21,40,,31,20,11,0.5238095238095238,21,24,,13,21,-8,0.2380952380952381,0,0,0,0,0,0,0,0,0.6,0.2,,,0.5454545454545454,0.09090909090909091
1999-01-30,Blackburn,Tottenham,1,1,D,22,21,,21,29,-8,0.2272727272727273,22,29,,28,30,-2,0.3181818181818182,0,0,0,0,0,0,0,0,0.4,0.2,,,0.45454545454545453,0.45454545454545453
1999-01-30,Coventry,Liverpool,2,1,H,22,20,,21,31,-10,0.2272727272727273,22,35,,43,26,17,0.4545454545454545,0,0,0,0,0,0,0,0,0.2,0.8,,,0.36363636363636365,0.36363636363636365
1999-01-30,Everton,Nott'm Forest,0,1,A,22,24,,13,24,-11,0.2272727272727273,22,13,,18,41,-23,0.09090909090909093,0,0,0,0,0,0,0,0,0.0,0.0,,,0.5714285714285714,0.42857142857142855
1999-01-30,Middlesbrough,Leicester,0,0,D,22,31,,32,28,4,0.3181818181818182,22,29,,25,27,-2,0.3181818181818182,0,0,0,0,0,0,0,0,0.2,0.2,,,0.6666666666666666,0.3333333333333333
1999-01-30,Newcastle,Aston Villa,2,1,H,22,25,,26,31,-5,0.2727272727272727,22,43,,34,20,14,0.5454545454545454,0,0,0,0,0,0,0,0,0.2,0.6,,,0.7272727272727273,0.09090909090909091
1999-01-30,Sheffield Weds,Derby,0,1,A,22,26,,25,22,3,0.3181818181818182,22,31,,22,20,2,0.3181818181818182,0,0,0,0,0,0,0,0,0.2,0.4,,,0.0,0.6
1999-01-30,Southampton,Leeds,3,0,H,22,17,,20,46,-26,0.18181818181818185,22,36,,36,20,16,0.4090909090909091,0,0,0,0,0,0,0,0,0.4,0.4,,,0.09090909090909091,0.5454545454545454
1999-01-30,Wimbledon,West Ham,0,0,D,22,34,,29,33,-4,0.4090909090909091,22,32,,25,31,-6,0.4090909090909091,0,0,0,0,0,0,0,0,0.4,0.4,,,0.36363636363636365,0.45454545454545453
1999-01-31,Arsenal,Chelsea,1,0,H,22,39,,23,11,12,0.4545454545454545,22,43,,34,18,16,0.5,0,0,0,0,0,0,0,0,0.8,0.8,,,0.5454545454545454,0.18181818181818182
1999-01-31,Charlton,Man United,0,1,A,22,17,,26,36,-10,0.13636363636363635,22,41,,49,26,23,0.5,0,0,0,0,0,0,0,0,0.0,0.6,,,0.0,1.0
1999-02-02,Man United,Derby,1,0,H,23,44,,50,26,24,0.5217391304347826,23,34,,23,20,3,0.3478260869565217,1,0,0,0,0,0,0,0,0.8,0.6,,,0.2,0.2
1999-02-06,Aston Villa,Blackburn,1,3,A,23,43,,35,22,13,0.5217391304347826,23,22,,22,30,-8,0.21739130434782608,0,0,0,0,0,0,0,0,0.4,0.4,,,0.2727272727272727,0.6363636363636364
1999-02-06,Chelsea,Southampton,1,0,H,23,43,,34,19,15,0.4782608695652174,23,20,,23,46,-23,0.21739130434782608,0,0,0,0,0,0,0,0,0.6,0.4,,,0.6363636363636364,0.2727272727272727
1999-02-06,Leeds,Newcastle,0,1,A,23,36,,36,23,13,0.39130434782608703,23,28,,28,32,-4,0.3043478260869565,0,0,0,0,0,0,0,0,0.4,0.2,,,0.2727272727272727,0.36363636363636365
1999-02-06,Leicester,Sheffield Weds,0,2,A,23,30,,25,27,-2,0.3043478260869565,23,26,,25,23,2,0.3043478260869565,0,0,0,0,0,0,0,0,0.2,0.2,,,0.2857142857142857,0.5714285714285714
1999-02-06,Liverpool,Middlesbrough,3,1,H,23,35,,44,28,16,0.43478260869565216,23,32,,32,28,4,0.3043478260869565,0,0,0,0,0,0,0,0,0.6,0.0,,,0.6,0.2
1999-02-06,Nott'm Forest,Man United,1,8,A,23,16,,19,41,-22,0.13043478260869565,24,47,,51,26,25,0.5416666666666666,0,0,0,0,1,0,0,0,0.2,0.8,,,0.14285714285714285,0.5714285714285714
1999-02-06,Tottenham,Coventry,0,0,D,23,30,,29,31,-2,0.3043478260869565,23,23,,23,32,-9,0.2608695652173913,0,0,0,0,0,0,0,0,0.2,0.4,,,0.36363636363636365,0.45454545454545453
1999-02-06,West Ham,Arsenal,0,4,A,23,33,,25,31,-6,0.39130434782608703,23,42,,24,11,13,0.4782608695652174,0,0,0,0,0,0,0,0,0.2,0.8,,,0.18181818181818182,0.6363636363636364
1999-02-07,Derby,Everton,2,1,H,24,34,,23,21,2,0.3333333333333333,23,24,,13,25,-12,0.21739130434782608,0,0,0,0,0,0,0,0,0.6,0.0,,,0.4,0.4
1999-02-08,Charlton,Wimbledon,2,0,H,23,17,,26,37,-11,0.13043478260869565,23,35,,29,33,-4,0.39130434782608703,0,0,0,0,0,0,0,0,0.0,0.4,,,0.0,1.0
1999-02-13,Charlton,Liverpool,1,0,H,24,20,,28,37,-9,0.16666666666666666,24,38,,47,29,18,0.4583333333333333,0,0,0,0,0,0,0,0,0.2,0.6,,,0.0,0.0
1999-02-13,West Ham,Nott'm Forest,2,1,H,24,33,,25,35,-10,0.375,24,16,,20,49,-29,0.125,0,0,0,0,0,0,0,0,0.2,0.2,,,0.42857142857142855,0.14285714285714285
1999-02-17,Aston Villa,Leeds,1,2,A,24,43,,36,25,11,0.5,24,36,,36,24,12,0.375,0,0,0,0,0,0,0,0,0.4,0.2,,,0.36363636363636365,0.2727272727272727
1999-02-17,Chelsea,Blackburn,1,1,D,24,46,,35,19,16,0.5,24,25,,25,31,-6,0.25,0,0,0,0,0,0,0,0,0.6,0.4,,,0.09090909090909091,0.7272727272727273
1999-02-17,Everton,Middlesbrough,5,0,H,24,24,,14,27,-13,0.2083333333333333,24,32,,33,31,2,0.2916666666666667,0,0,1,0,0,0,0,0,0.0,0.0,,,0.4,0.4
1999-02-17,Man United,Arsenal,1,1,D,25,50,,59,27,32,0.56,24,45,,28,11,17,0.5,1,1,0,0,1,0,0,0,1.0,0.8,,,0.45454545454545453,0.36363636363636365
1999-02-17,Newcastle,Coventry,4,1,H,24,31,,29,32,-3,0.3333333333333333,24,24,,23,32,-9,0.25,0,0,0,0,0,0,0,0,0.4,0.4,,,0.5454545454545454,0.18181818181818182
1999-02-20,Arsenal,Leicester,5,0,H,25,46,,29,12,17,0.48,24,30,,25,29,-4,0.2916666666666667,0,0,0,0,0,0,0,0,0.6,0.0,,,0.42857142857142855,0.14285714285714285
1999-02-20,Blackburn,Sheffield Weds,1,4,A,25,26,,26,32,-6,0.24,24,29,,27,23,4,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.4,,,0.5454545454545454,0.18181818181818182
1999-02-20,Coventry,Man United,0,1,A,25,24,,24,36,-12,0.24,26,51,,60,28,32,0.5384615384615384,0,0,0,0,0,0,0,0,0.4,0.8,,,0.09090909090909091,0.8181818181818182
1999-02-20,Derby,Charlton,0,2,A,25,37,,25,22,3,0.36,25,23,,29,37,-8,0.2,0,0,0,0,0,0,0,0,0.6,0.4,,,1.0,0.0
1999-02-20,Leeds,Everton,1,0,H,25,39,,38,25,13,0.4,25,27,,19,27,-8,0.24,0,0,0,0,0,0,0,0,0.4,0.2,,,0.2727272727272727,0.2727272727272727
1999-02-20,Liverpool,West Ham,2,2,D,25,38,,47,30,17,0.44,25,36,,27,36,-9,0.4,0,0,0,0,0,0,0,0,0.4,0.2,,,0.45454545454545453,0.2727272727272727
1999-02-20,Middlesbrough,Tottenham,0,0,D,25,32,,33,36,-3,0.28,24,31,,29,31,-2,0.2916666666666667,0,0,0,0,0,0,0,0,0.0,0.2,,,0.2,0.6
1999-02-20,Nott'm Forest,Chelsea,1,3,A,25,16,,21,51,-30,0.12,25,47,,36,20,16,0.48,0,0,0,0,0,0,0,0,0.2,0.6,,,0.2857142857142857,0.42857142857142855
1999-02-20,Southampton,Newcastle,2,1,H,24,20,,23,47,-24,0.2083333333333333,25,34,,33,33,0,0.36,0,0,0,0,1,0,0,0,0.4,0.6,,,0.5454545454545454,0.36363636363636365
1999-02-21,Wimbledon,Aston Villa,0,0,D,24,35,,29,35,-6,0.375,25,43,,37,27,10,0.48,0,0,0,0,0,0,1,0,0.2,0.2,,,0.36363636363636365,0.45454545454545453
1999-02-27,Aston Villa,Coventry,1,4,A,26,44,,37,27,10,0.4615384615384616,26,24,,24,37,-13,0.2307692307692308,0,0,0,0,0,0,0,0,0.2,0.2,,,0.8181818181818182,0.0
1999-02-27,Charlton,Nott'm Forest,0,0,D,26,26,,31,37,-6,0.2307692307692308,26,16,,22,54,-32,0.1153846153846154,1,0,0,0,0,0,1,0,0.6,0.2,,,1.0,0.0
1999-02-27,Chelsea,Liverpool,2,1,H,26,50,,39,21,18,0.5,26,39,,49,32,17,0.4230769230769231,0,0,0,0,0,0,0,0,0.6,0.4,,,0.2727272727272727,0.45454545454545453
1999-02-27,Everton,Wimbledon,1,1,D,26,27,,19,28,-9,0.2307692307692308,25,36,,29,35,-6,0.36,0,0,0,0,0,0,0,0,0.2,0.2,,,0.2727272727272727,0.36363636363636365
1999-02-27,Man United,Southampton,2,1,H,27,54,,61,28,33,0.5555555555555556,25,23,,25,48,-23,0.24,0,0,0,0,0,0,0,0,0.8,0.6,,,0.6363636363636364,0.2727272727272727
1999-02-27,Sheffield Weds,Middlesbrough,3,1,H,25,32,,31,24,7,0.36,26,33,,33,36,-3,0.2692307692307692,0,0,0,0,0,0,0,0,0.6,0.0,,,0.2,0.8
1999-02-27,Tottenham,Derby,1,1,D,25,32,,29,31,-2,0.28,26,37,,25,24,1,0.3461538461538461,0,0,0,0,0,0,0,0,0.0,0.6,,,0.4,0.4
1999-02-27,West Ham,Blackburn,2,0,H,26,37,,29,38,-9,0.38461538461538464,26,26,,27,36,-9,0.2307692307692308,0,0,0,0,0,0,0,0,0.2,0.2,,,0.36363636363636365,0.5454545454545454
1999-02-28,Newcastle,Arsenal,1,1,D,26,34,,34,35,-1,0.3461538461538461,26,49,,34,12,22,0.5,0,0,0,0,0,0,0,0,0.6,0.8,,,0.45454545454545453,0.5454545454545454
1999-03-01,Leicester,Leeds,1,2,A,25,30,,25,34,-9,0.28,26,42,,39,25,14,0.4230769230769231,0,0,0,0,0,0,0,0,0.0,0.6,,,0.5714285714285714,0.42857142857142855
1999-03-02,Tottenham,Southampton,3,0,H,26,33,,30,32,-2,0.2692307692307692,26,23,,26,50,-24,0.2307692307692308,0,0,0,0,0,0,0,0,0.0,0.4,,,0.36363636363636365,0.36363636363636365
1999-03-03,Sheffield Weds,Wimbledon,1,2,A,26,35,,34,25,9,0.38461538461538464,26,37,,30,36,-6,0.3461538461538461,1,0,0,0,0,0,0,0,0.8,0.0,,,0.2727272727272727,0.36363636363636365
1999-03-06,Coventry,Charlton,2,1,H,27,27,,28,38,-10,0.25925925925925924,27,27,,31,37,-6,0.2222222222222222,0,0,0,0,0,0,0,0,0.4,0.6,,,0.0,0.0
1999-03-06,Southampton,West Ham,1,0,H,27,23,,26,53,-27,0.2222222222222222,27,40,,31,38,-7,0.4074074074074074,0,0,0,0,0,0,0,0,0.4,0.4,,,0.2727272727272727,0.45454545454545453
1999-03-06,Wimbledon,Leicester,0,1,A,27,40,,32,37,-5,0.3703703703703704,26,30,,26,36,-10,0.2692307692307692,0,0,0,0,0,0,1,0,0.2,0.0,,,0.5714285714285714,0.2857142857142857
1999-03-09,Arsenal,Sheffield Weds,3,0,H,27,50,,35,13,22,0.4814814814814815,27,35,,35,27,8,0.3703703703703704,0,0,0,0,0,0,0,0,0.6,0.6,,,0.45454545454545453,0.36363636363636365
1999-03-10,Blackburn,Everton,1,2,A,27,26,,27,38,-11,0.2222222222222222,27,28,,20,29,-9,0.2222222222222222,0,0,0,0,0,0,0,0,0.2,0.2,,,0.5454545454545454,0.2727272727272727
1999-03-10,Derby,Aston Villa,2,1,H,27,38,,26,25,1,0.3333333333333333,27,44,,38,31,7,0.4444444444444444,0,0,0,0,0,0,0,0,0.4,0.0,,,0.2,0.8
1999-03-10,Leeds,Tottenham,2,0,H,27,45,,41,26,15,0.4444444444444444,27,36,,33,32,1,0.2962962962962963,1,0,0,0,0,0,0,0,0.6,0.2,,,0.2727272727272727,0.2727272727272727
1999-03-10,Nott'm Forest,Newcastle,1,2,A,27,17,,22,54,-32,0.1111111111111111,27,35,,35,36,-1,0.3333333333333333,0,0,0,0,0,0,0,0,0.2,0.6,,,0.0,0.5714285714285714
1999-03-13,Chelsea,West Ham,0,1,A,27,53,,41,22,19,0.5185185185185185,28,40,,31,39,-8,0.3928571428571429,0,0,0,0,0,0,0,0,0.6,0.4,,,0.45454545454545453,0.45454545454545453
1999-03-13,Coventry,Blackburn,1,1,D,28,30,,30,39,-9,0.2857142857142857,28,26,,28,40,-12,0.21428571428571427,0,0,0,0,0,0,1,0,0.4,0.2,,,0.36363636363636365,0.36363636363636365
1999-03-13,Derby,Liverpool,3,2,H,28,41,,28,26,2,0.35714285714285715,27,39,,50,34,16,0.4074074074074074,0,0,0,0,0,0,0,0,0.4,0.2,,,0.4,0.6
1999-03-13,Everton,Arsenal,0,2,A,28,31,,22,30,-8,0.25,28,53,,38,13,25,0.5,0,0,0,0,0,0,0,0,0.4,0.6,,,0.09090909090909091,0.5454545454545454
1999-03-13,Leicester,Charlton,1,1,D,27,33,,27,36,-9,0.2962962962962963,28,27,,32,39,-7,0.21428571428571427,0,0,0,0,0,0,0,0,0.2,0.6,,,0.0,0.0
1999-03-13,Newcastle,Man United,1,2,A,28,38,,37,37,0,0.35714285714285715,28,57,,63,29,34,0.5714285714285714,0,0,0,0,0,0,0,0,0.6,0.8,,,0.09090909090909091,0.36363636363636365
1999-03-13,Sheffield Weds,Leeds,0,2,A,28,35,,35,30,5,0.35714285714285715,28,48,,43,26,17,0.4642857142857143,0,0,0,0,1,0,0,0,0.6,0.8,,,0.36363636363636365,0.2727272727272727
1999-03-13,Tottenham,Aston Villa,1,0,H,28,36,,33,34,-1,0.2857142857142857,28,44,,39,33,6,0.42857142857142855,0,0,0,0,0,0,0,0,0.2,0.0,,,0.18181818181818182,0.6363636363636364
1999-03-13,Wimbledon,Nott'm Forest,1,3,A,28,40,,32,38,-6,0.35714285714285715,28,17,,23,56,-33,0.10714285714285714,0,0,0,0,0,0,0,0,0.2,0.0,,,0.42857142857142855,0.2857142857142857
1999-03-14,Middlesbrough,Southampton,3,0,H,27,33,,34,39,-5,0.25925925925925924,28,26,,27,53,-26,0.25,0,0,0,0,0,0,0,0,0.0,0.4,,,0.0,0.6
1999-03-20,Arsenal,Coventry,2,0,H,29,56,,40,13,27,0.5172413793103449,29,31,,31,40,-9,0.27586206896551724,0,0,0,0,0,0,0,0,0.6,0.4,,,0.36363636363636365,0.18181818181818182
1999-03-20,Blackburn,Wimbledon,3,1,H,29,27,,29,41,-12,0.206896551724138,29,40,,33,41,-8,0.3448275862068966,0,0,0,0,0,0,0,0,0.0,0.2,,,0.5454545454545454,0.18181818181818182
1999-03-20,Leeds,Derby,4,1,H,29,51,,45,26,19,0.4827586206896552,29,44,,31,28,3,0.3793103448275862,1,1,0,0,0,0,0,0,1.0,0.6,,,0.4,0.0
1999-03-20,Nott'm Forest,Middlesbrough,1,2,A,29,20,,26,57,-31,0.13793103448275862,28,36,,37,39,-2,0.2857142857142857,0,0,0,0,0,0,0,0,0.2,0.2,,,0.2,0.0
1999-03-20,Southampton,Sheffield Weds,1,0,H,29,26,,27,56,-29,0.2413793103448276,29,35,,35,32,3,0.3448275862068966,0,0,0,0,0,0,1,0,0.4,0.4,,,0.0,0.45454545454545453
1999-03-20,West Ham,Newcastle,2,0,H,29,43,,32,39,-7,0.4137931034482759,29,38,,38,39,-1,0.3448275862068966,0,0,0,0,0,0,0,0,0.6,0.4,,,0.2727272727272727,0.5454545454545454
1999-03-21,Aston Villa,Chelsea,0,3,A,29,44,,39,34,5,0.4137931034482759,28,53,,41,23,18,0.5,0,0,1,0,0,0,0,0,0.0,0.6,,,0.36363636363636365,0.45454545454545453
1999-03-21,Man United,Everton,3,1,H,29,60,,65,30,35,0.5862068965517241,29,31,,22,32,-10,0.2413793103448276,1,0,0,0,0,0,0,0,0.8,0.4,,,0.8181818181818182,0.09090909090909091
1999-04-02,Aston Villa,West Ham,0,0,D,30,44,,39,37,2,0.4,30,46,,34,39,-5,0.43333333333333335,0,0,1,0,0,0,0,0,0.0,0.6,,,0.36363636363636365,0.2727272727272727
1999-04-03,Blackburn,Middlesbrough,0,0,D,30,30,,32,42,-10,0.2333333333333333,29,39,,39,40,-1,0.3103448275862069,0,0,0,0,0,0,0,0,0.2,0.4,,,0.2,0.6
1999-04-03,Charlton,Chelsea,0,1,A,29,28,,33,40,-7,0.206896551724138,29,56,,44,23,21,0.5172413793103449,0,0,0,0,0,0,0,0,0.4,0.6,,,0.0,1.0
1999-04-03,Derby,Newcastle,3,4,A,30,44,,32,32,0,0.3666666666666665,30,38,,38,41,-3,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.2,,,0.2,0.6
1999-04-03,Leeds,Nott'm Forest,3,1,H,30,54,,49,27,22,0.5,30,20,,27,59,-32,0.13333333333333333,1,1,0,0,0,0,0,0,1.0,0.2,,,0.2857142857142857,0.42857142857142855
1999-04-03,Liverpool,Everton,3,2,H,28,39,,52,37,15,0.3928571428571429,30,31,,23,35,-12,0.2333333333333333,0,0,0,0,0,0,0,0,0.2,0.2,,,0.09090909090909091,0.36363636363636365
1999-04-03,Sheffield Weds,Coventry,1,2,A,30,35,,35,33,2,0.3333333333333333,30,31,,31,42,-11,0.26666666666666666,0,0,1,0,0,0,0,0,0.2,0.4,,,0.2727272727272727,0.2727272727272727
1999-04-03,Southampton,Arsenal,0,0,D,30,29,,28,56,-28,0.26666666666666666,30,59,,42,13,29,0.5333333333333333,0,0,0,0,1,0,0,0,0.4,0.8,,,0.09090909090909091,0.6363636363636364
1999-04-03,Tottenham,Leicester,0,2,A,29,39,,34,34,0,0.3103448275862069,28,34,,28,37,-9,0.2857142857142857,0,0,0,0,0,0,0,0,0.4,0.2,,,0.14285714285714285,0.5714285714285714
1999-04-03,Wimbledon,Man United,1,1,D,30,40,,34,44,-10,0.3333333333333333,30,63,,68,31,37,0.6,0,0,1,0,1,0,0,0,0.2,0.8,,,0.09090909090909091,0.9090909090909091
1999-04-05,Coventry,Southampton,1,0,H,31,34,,33,43,-10,0.2903225806451613,31,30,,28,56,-28,0.25806451612903225,0,0,0,0,0,0,0,0,0.6,0.4,,,0.18181818181818182,0.36363636363636365
1999-04-05,Everton,Sheffield Weds,1,2,A,31,31,,25,38,-13,0.2258064516129032,31,35,,36,35,1,0.3225806451612903,0,0,1,0,0,0,1,1,0.2,0.0,,,0.18181818181818182,0.5454545454545454
1999-04-05,Middlesbrough,Wimbledon,3,1,H,30,40,,39,40,-1,0.3,31,41,,35,45,-10,0.3225806451612903,0,0,0,0,0,0,0,0,0.4,0.2,,,0.0,0.2
1999-04-05,Newcastle,Tottenham,1,1,D,31,41,,42,44,-2,0.3548387096774194,30,39,,34,36,-2,0.3,0,0,0,0,0,0,0,0,0.4,0.4,,,0.36363636363636365,0.36363636363636365
1999-04-05,Nott'm Forest,Liverpool,2,2,D,31,20,,28,62,-34,0.12903225806451613,29,42,,55,39,16,0.4137931034482759,0,0,0,0,0,0,0,0,0.2,0.2,,,0.14285714285714285,0.5714285714285714
1999-04-05,West Ham,Charlton,0,1,A,31,47,,34,39,-5,0.41935483870967744,30,28,,33,41,-8,0.2,0,0,0,0,0,0,0,0,0.6,0.2,,,0.0,1.0
1999-04-06,Arsenal,Blackburn,1,0,H,31,60,,42,13,29,0.5161290322580645,31,31,,32,42,-10,0.2258064516129032,0,0,0,0,0,0,0,0,0.6,0.2,,,0.36363636363636365,0.18181818181818182
1999-04-06,Leicester,Aston Villa,2,2,D,29,37,,30,37,-7,0.3103448275862069,31,45,,39,37,2,0.3870967741935484,0,0,0,0,0,0,0,0,0.4,0.0,,,0.42857142857142855,0.0
1999-04-10,Aston Villa,Southampton,3,0,H,32,46,,41,39,2,0.375,32,30,,28,57,-29,0.25,0,0,0,0,0,0,0,0,0.0,0.4,,,0.5454545454545454,0.2727272727272727
1999-04-10,Derby,Nott'm Forest,1,0,H,31,44,,35,36,-1,0.3548387096774194,32,21,,30,64,-34,0.125,0,0,0,0,0,0,0,0,0.4,0.2,,,0.0,0.0
1999-04-10,Leicester,West Ham,0,0,D,30,38,,32,39,-7,0.3,32,47,,34,40,-6,0.40625,0,0,0,0,0,0,0,0,0.4,0.4,,,0.14285714285714285,0.8571428571428571
1999-04-10,Middlesbrough,Charlton,2,0,H,31,43,,42,41,1,0.3225806451612903,31,31,,34,41,-7,0.2258064516129032,0,0,0,0,0,0,0,0,0.6,0.2,,,0.0,0.0
1999-04-11,Everton,Coventry,2,0,H,32,31,,26,40,-14,0.21875,32,37,,34,43,-9,0.3125,0,0,1,0,0,0,0,0,0.2,0.6,,,0.0,0.36363636363636365
