Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2020-02-01,Bournemouth,Aston Villa,2.0,1.0,H
2020-02-01,Man United,Wolves,0.0,0.0,D
2020-02-02,Burnley,Arsenal,0.0,0.0,D
2020-02-02,Tottenham,Man City,2.0,0.0,H
2020-02-08,Everton,Crystal Palace,3.0,1.0,H
2020-02-08,Brighton,Watford,1.0,1.0,D
2020-02-09,Sheffield United,Bournemouth,2.0,1.0,H
2020-02-14,Wolves,Leicester,0.0,0.0,D
2020-02-15,Southampton,Burnley,1.0,2.0,A
2020-02-15,Norwich City,Liverpool,0.0,1.0,A
2020-02-16,Aston Villa,Tottenham,2.0,3.0,A
2020-02-16,Arsenal,Newcastle,4.0,0.0,H
2020-02-17,Chelsea,Man United,0.0,2.0,A
2020-02-19,Man City,West Ham,2.0,0.0,H
2020-02-22,Chelsea,Tottenham,2.0,1.0,H
2020-02-22,Sheffield United,Brighton,1.0,1.0,D
2020-02-22,Burnley,Bournemouth,3.0,0.0,H
2020-02-22,Southampton,Aston Villa,2.0,0.0,H
2020-02-22,Crystal Palace,Newcastle,1.0,0.0,H
2020-02-22,Leicester,Man City,0.0,1.0,A
2020-02-23,Wolves,Norwich City,3.0,0.0,H
2020-02-23,Man United,Watford,3.0,0.0,H
2020-02-23,Arsenal,Everton,3.0,2.0,H
2020-02-24,Liverpool,West Ham,3.0,2.0,H
2020-02-28,Norwich City,Leicester,1.0,0.0,H
2020-02-29,Brighton,Crystal Palace,0.0,1.0,A
2020-02-29,Newcastle,Burnley,0.0,0.0,D
2020-02-29,West Ham,Southampton,3.0,1.0,H
2020-02-29,Bournemouth,Chelsea,2.0,2.0,D
2020-02-29,Watford,Liverpool,3.0,0.0,H
2020-03-01,Tottenham,Wolves,2.0,3.0,A
2020-03-01,Everton,Man United,1.0,1.0,D
2020-03-07,Liverpool,Bournemouth,2.0,1.0,H
2020-03-07,Wolves,Brighton,0.0,0.0,D
2020-03-07,Arsenal,West Ham,1.0,0.0,H
2020-03-07,Sheffield United,Norwich City,1.0,0.0,H
2020-03-07,Southampton,Newcastle,0.0,1.0,A
2020-03-07,Crystal Palace,Watford,1.0,0.0,H
2020-03-07,Burnley,Tottenham,1.0,1.0,D
2020-03-08,Chelsea,Everton,4.0,0.0,H
2020-03-08,Man United,Man City,2.0,0.0,H
2020-03-09,Leicester,Aston Villa,4.0,0.0,H
2020-06-17,Aston Villa,Sheffield United,,,
2020-06-17,Man City,Arsenal,,,
2020-06-19,Norwich City,Southampton,,,
2020-06-19,Tottenham,Man United,,,
2020-06-20,Watford,Leicester,,,
2020-06-20,Brighton,Arsenal,,,
2020-06-20,West Ham,Wolves,,,
2020-06-20,Bournemouth,Crystal Palace,,,
2020-06-21,Newcastle,Sheffield United,,,
2020-06-21,Aston Villa,Chelsea,,,
2020-06-21,Everton,Liverpool,,,
2020-06-22,Man City,Burnley,,,
2020-06-23,Leicester,Brighton,,,
2020-06-23,Tottenham,West Ham,,,
2020-06-24,Wolves,Bournemouth,,,
2020-06-24,Newcastle,Aston Villa,,,
2020-06-24,Man United,Sheffield United,,,
2020-06-24,Norwich City,Everton,,,
2020-06-24,Liverpool,Crystal Palace,,,
2020-06-25,Burnley,Watford,,,
2020-06-25,Southampton,Arsenal,,,
2020-06-25,Chelsea,Man City,,,
2020-06-27,Aston Villa,Wolves,,,
2020-06-28,Watford,Southampton,,,
2020-06-29,Crystal Palace,Burnley,,,
2020-06-30,Brighton,Man United,,,
2020-07-01,Arsenal,Norwich City,,,
2020-07-01,Everton,Leicester,,,
2020-07-01,Bournemouth,Newcastle,,,
2020-07-01,West Ham,Chelsea,,,
2020-07-02,Sheffield United,Tottenham,,,
2020-07-02,Man City,Liverpool,,,
2020-07-04,Wolves,Arsenal,,,
2020-07-04,Liverpool,Aston Villa,,,
2020-07-04,Newcastle,West Ham,,,
2020-07-04,Chelsea,Watford,,,
2020-07-04,Tottenham,Everton,,,
2020-07-04,Man United,Bournemouth,,,
2020-07-04,Norwich City,Brighton,,,
2020-07-04,Leicester,Crystal Palace,,,
2020-07-04,Burnley,Sheffield United,,,
2020-07-04,Southampton,Man City,,,
2020-07-08,Aston Villa,Man United,,,
2020-07-08,Man City,Newcastle,,,
2020-07-08,Arsenal,Leicester,,,
2020-07-08,Everton,Southampton,,,
2020-07-08,Sheffield United,Wolves,,,
2020-07-08,West Ham,Burnley,,,
2020-07-08,Crystal Palace,Chelsea,,,
2020-07-08,Brighton,Liverpool,,,
2020-07-08,Watford,Norwich City,,,
2020-07-08,Bournemouth,Tottenham,,,
2020-07-11,Wolves,Everton,,,
2020-07-11,Aston Villa,Crystal Palace,,,
2020-07-11,Liverpool,Burnley,,,
2020-07-11,Tottenham,Arsenal,,,
2020-07-11,Man United,Southampton,,,
2020-07-11,Norwich City,West Ham,,,
2020-07-11,Sheffield United,Chelsea,,,
2020-07-11,Brighton,Man City,,,
2020-07-11,Watford,Newcastle,,,
2020-07-11,Bournemouth,Leicester,,,
2020-07-15,Man City,Bournemouth,,,
2020-07-15,Newcastle,Tottenham,,,
2020-07-15,Arsenal,Liverpool,,,
2020-07-15,Chelsea,Norwich City,,,
2020-07-15,Everton,Aston Villa,,,
2020-07-15,Leicester,Sheffield United,,,
2020-07-15,Burnley,Wolves,,,
2020-07-15,West Ham,Watford,,,
2020-07-15,Southampton,Brighton,,,
2020-07-15,Crystal Palace,Man United,,,
2020-07-18,Tottenham,Leicester,,,
2020-07-18,Man United,West Ham,,,
2020-07-18,Norwich City,Burnley,,,
2020-07-18,Sheffield United,Everton,,,
2020-07-18,Brighton,Newcastle,,,
2020-07-18,Watford,Man City,,,
2020-07-18,Bournemouth,Southampton,,,
2020-07-18,Wolves,Crystal Palace,,,
2020-07-18,Aston Villa,Arsenal,,,
2020-07-18,Liverpool,Chelsea,,,
2020-07-25,Man City,Norwich City,,,
2020-07-25,Newcastle,Liverpool,,,
2020-07-25,Arsenal,Watford,,,
2020-07-25,Chelsea,Wolves,,,
2020-07-25,Everton,Bournemouth,,,
2020-07-25,Leicester,Man United,,,
2020-07-25,Burnley,Brighton,,,
2020-07-25,West Ham,Aston Villa,,,
2020-07-25,Southampton,Sheffield United,,,
2020-07-25,Crystal Palace,Tottenham,,,
