Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,OVA_diff
2020-09-12,Fulham,Arsenal,0,3,A,75,80,-5
2020-09-12,Crystal Palace,Southampton,1,0,H,76,76,0
2020-09-12,Liverpool,Leeds,4,3,H,85,76,9
2020-09-12,West Ham,Newcastle,0,2,A,78,76,2
2020-09-13,West Brom,Leicester,0,3,A,73,80,-7
2020-09-13,Tottenham,Everton,0,1,A,82,79,3
2020-09-14,Brighton,Chelsea,1,3,A,75,82,-7
2020-09-14,Sheffield United,Wolves,0,2,A,73,79,-6
2020-09-19,Everton,West Brom,5,2,H,79,73,6
2020-09-19,Leeds,Fulham,4,3,H,76,75,1
2020-09-19,Man United,Crystal Palace,1,3,A,82,76,6
2020-09-19,Arsenal,West Ham,2,1,H,80,78,2
2020-09-20,Southampton,Tottenham,2,5,A,76,82,-6
2020-09-20,Newcastle,Brighton,0,3,A,76,75,1
2020-09-20,Chelsea,Liverpool,0,2,A,82,85,-3
2020-09-20,Leicester,Burnley,4,2,H,80,76,4
2020-09-21,Aston Villa,Sheffield United,1,0,H,77,73,4
2020-09-21,Wolves,Man City,1,3,A,79,85,-6
2020-09-26,Brighton,Man United,2,3,A,75,82,-7
2020-09-26,Crystal Palace,Everton,1,2,A,76,79,-3
2020-09-26,West Brom,Chelsea,3,3,D,73,82,-9
2020-09-26,Burnley,Southampton,0,1,A,76,76,0
2020-09-27,Sheffield United,Leeds,0,1,A,73,76,-3
2020-09-27,Tottenham,Newcastle,1,1,D,82,76,6
2020-09-27,Man City,Leicester,2,5,A,85,80,5
2020-09-27,West Ham,Wolves,4,0,H,78,79,-1
2020-09-28,Fulham,Aston Villa,0,3,A,75,77,-2
2020-09-28,Liverpool,Arsenal,3,1,H,85,80,5
2020-10-03,Chelsea,Crystal Palace,4,0,H,82,76,6
2020-10-03,Everton,Brighton,4,2,H,79,75,4
2020-10-03,Leeds,Man City,1,1,D,76,85,-9
2020-10-03,Newcastle,Burnley,3,1,H,76,76,0
2020-10-04,Leicester,West Ham,0,3,A,80,78,2
2020-10-04,Southampton,West Brom,2,0,H,76,73,3
2020-10-04,Arsenal,Sheffield United,2,1,H,80,73,7
2020-10-04,Wolves,Fulham,1,0,H,79,75,4
2020-10-04,Man United,Tottenham,1,6,A,82,82,0
2020-10-04,Aston Villa,Liverpool,7,2,H,77,85,-8
2020-10-17,Everton,Liverpool,2,2,D,79,85,-6
