Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,HT_match_played,HT_current_standing,HT_past_standing,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate
2012-03-24,Norwich,Wolves,2,1,H,72,75,29,36,42.0,39,46,-7,0.3103448275862069,29,22,43.0,30,63,-33,0.1724137931034483,0,0,0,0,0,0,1,0,0.2,0.0
2012-03-24,Stoke,Man City,1,1,D,76,83,29,37,46.0,28,40,-12,0.3448275862068966,29,69,71.0,71,21,50,0.7586206896551724,0,0,0,0,0,0,0,0,0.4,0.8
2012-03-24,Sunderland,QPR,3,1,H,76,76,29,37,58.0,36,33,3,0.3448275862068966,29,25,,32,50,-18,0.20689655172413793,0,0,0,0,0,0,0,0,0.2,0.2
2012-03-24,Swansea,Everton,0,2,A,73,77,29,39,71.0,34,34,0,0.3448275862068966,29,37,54.0,28,32,-4,0.3448275862068966,1,0,0,0,0,0,0,0,0.6,0.4
2012-03-25,West Brom,Newcastle,1,3,A,74,77,29,36,47.0,35,38,-3,0.3448275862068966,29,47,46.0,41,41,0,0.4482758620689655,0,0,0,0,0,0,0,0,0.6,0.2
2012-03-26,Man United,Fulham,1,0,H,83,77,29,70,47.0,73,27,46,0.7586206896551724,29,36,49.0,37,40,-3,0.3103448275862069,1,1,0,0,0,0,0,0,1.0,0.6
2012-03-31,Aston Villa,Chelsea,2,4,A,76,83,29,33,49.0,31,38,-7,0.2413793103448276,30,50,46.0,49,34,15,0.4666666666666667,0,0,0,0,0,0,0,0,0.2,0.4
2012-03-31,Everton,West Brom,2,0,H,77,74,30,40,54.0,30,32,-2,0.36666666666666664,30,36,47.0,36,41,-5,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.4
2012-03-31,Fulham,Norwich,2,1,H,77,72,30,36,49.0,37,41,-4,0.3,30,39,42.0,41,47,-6,0.3333333333333333,0,0,1,0,0,0,0,0,0.4,0.2
2012-03-31,Man City,Sunderland,3,3,D,83,76,30,70,71.0,72,22,50,0.7333333333333333,30,40,58.0,39,34,5,0.36666666666666664,0,0,0,0,0,0,0,0,0.6,0.4
2012-03-31,QPR,Arsenal,2,1,H,76,81,30,25,,33,53,-20,0.2,30,58,46.0,61,39,22,0.6,0,0,0,0,1,1,0,0,0.2,1.0
2012-03-31,Wigan,Stoke,2,0,H,72,76,30,25,42.0,27,55,-28,0.16666666666666666,30,38,46.0,29,41,-12,0.3333333333333333,0,0,0,0,0,0,0,0,0.2,0.4
2012-03-31,Wolves,Bolton,2,3,A,75,74,30,22,43.0,31,65,-34,0.16666666666666666,29,26,,33,58,-25,0.27586206896551724,0,0,1,0,0,0,0,0,0.0,0.4
2012-04-01,Newcastle,Liverpool,2,0,H,77,81,30,50,46.0,44,42,2,0.4666666666666667,30,42,58.0,36,31,5,0.36666666666666664,0,0,0,0,0,0,0,0,0.4,0.2
2012-04-01,Tottenham,Swansea,3,1,H,81,73,30,55,80.0,53,35,18,0.5333333333333333,30,39,71.0,34,36,-2,0.3333333333333333,0,0,0,0,0,0,0,0,0.0,0.6
2012-04-02,Blackburn,Man United,0,2,A,74,83,30,28,43.0,43,62,-19,0.23333333333333334,30,73,47.0,74,27,47,0.7666666666666667,0,0,0,0,1,1,0,0,0.4,1.0
2012-04-06,Swansea,Newcastle,0,2,A,73,77,31,39,71.0,35,39,-4,0.3225806451612903,31,53,46.0,46,42,4,0.4838709677419355,0,0,0,0,1,0,0,0,0.6,0.6
2012-04-07,Bolton,Fulham,0,3,A,74,77,30,29,,36,60,-24,0.3,31,39,49.0,39,42,-3,0.3225806451612903,1,0,0,0,0,0,0,0,0.6,0.4
2012-04-07,Chelsea,Wigan,2,1,H,83,72,31,53,46.0,53,36,17,0.4838709677419355,31,28,42.0,29,55,-26,0.1935483870967742,0,0,0,0,0,0,0,0,0.4,0.4
2012-04-07,Liverpool,Aston Villa,1,1,D,81,76,31,42,58.0,36,33,3,0.3548387096774194,30,33,49.0,33,42,-9,0.23333333333333334,0,0,1,0,0,0,0,0,0.2,0.2
2012-04-07,Norwich,Everton,2,2,D,72,77,31,39,42.0,42,49,-7,0.3225806451612903,31,43,54.0,32,32,0,0.3870967741935484,0,0,0,0,0,0,0,0,0.2,0.6
2012-04-07,Stoke,Wolves,2,1,H,76,75,31,38,46.0,29,43,-14,0.3225806451612903,31,22,43.0,33,68,-35,0.16129032258064516,0,0,0,0,0,0,1,1,0.2,0.0
2012-04-07,Sunderland,Tottenham,0,0,D,76,81,31,41,58.0,42,37,5,0.3548387096774194,31,58,80.0,56,36,20,0.5483870967741935,0,0,0,0,0,0,0,0,0.4,0.2
2012-04-07,West Brom,Blackburn,3,0,H,74,74,31,36,47.0,36,43,-7,0.3225806451612903,31,28,43.0,43,64,-21,0.22580645161290322,0,0,0,0,0,0,0,0,0.2,0.4
2012-04-08,Arsenal,Man City,1,0,H,81,83,31,58,46.0,62,41,21,0.5806451612903226,31,71,71.0,75,25,50,0.7096774193548387,0,0,0,0,0,0,0,0,0.8,0.4
2012-04-08,Man United,QPR,2,0,H,83,76,31,76,47.0,76,27,49,0.7741935483870968,31,28,,35,54,-19,0.22580645161290322,1,1,0,0,0,0,0,0,1.0,0.4
2012-04-09,Aston Villa,Stoke,1,1,D,76,76,31,34,49.0,34,43,-9,0.22580645161290322,32,41,46.0,31,44,-13,0.34375,0,0,0,0,0,0,0,0,0.2,0.2
2012-04-09,Everton,Sunderland,4,0,H,77,76,32,44,54.0,34,34,0,0.375,32,42,58.0,42,37,5,0.34375,0,0,0,0,0,0,0,0,0.4,0.4
2012-04-09,Fulham,Chelsea,1,1,D,77,83,32,42,49.0,42,42,0,0.34375,32,56,46.0,55,37,18,0.5,0,0,0,0,0,0,0,0,0.4,0.6
2012-04-09,Newcastle,Bolton,2,0,H,77,74,32,56,46.0,48,42,6,0.5,31,29,,36,63,-27,0.2903225806451613,1,0,0,0,0,0,0,0,0.8,0.6
2012-04-09,Tottenham,Norwich,1,2,A,81,72,32,59,80.0,56,36,20,0.53125,32,40,42.0,44,51,-7,0.3125,0,0,0,0,0,0,0,0,0.2,0.2
2012-04-10,Blackburn,Liverpool,2,3,A,74,81,32,28,43.0,43,67,-24,0.21875,32,43,58.0,37,34,3,0.34375,0,0,1,0,0,0,0,0,0.4,0.2
2012-04-11,Man City,West Brom,4,0,H,83,74,32,71,71.0,75,26,49,0.6875,32,39,47.0,39,43,-4,0.34375,0,0,0,0,0,0,0,0,0.2,0.2
2012-04-11,QPR,Swansea,3,0,H,76,73,32,28,,35,56,-21,0.21875,32,39,71.0,35,41,-6,0.3125,0,0,0,0,0,0,1,0,0.4,0.4
2012-04-11,Wigan,Man United,1,0,H,72,83,32,28,42.0,30,57,-27,0.1875,32,79,47.0,78,27,51,0.78125,0,0,0,0,1,1,0,0,0.4,1.0
2012-04-11,Wolves,Arsenal,0,3,A,75,81,32,22,43.0,34,70,-36,0.15625,32,61,46.0,63,41,22,0.59375,0,0,1,1,0,0,0,0,0.0,0.8
2012-04-14,Norwich,Man City,1,6,A,72,83,33,43,42.0,46,52,-6,0.3333333333333333,33,74,71.0,79,26,53,0.696969696969697,0,0,0,0,0,0,0,0,0.4,0.4
2012-04-14,Sunderland,Wolves,0,0,D,76,75,33,42,58.0,42,41,1,0.3333333333333333,33,22,43.0,34,73,-39,0.15151515151515152,0,0,0,0,0,0,1,1,0.2,0.0
2012-04-14,Swansea,Blackburn,3,0,H,73,74,33,39,71.0,35,44,-9,0.30303030303030304,33,28,43.0,45,70,-25,0.21212121212121213,0,0,1,0,0,0,1,0,0.2,0.2
2012-04-14,West Brom,QPR,1,0,H,74,76,33,39,47.0,39,47,-8,0.3333333333333333,33,31,,38,56,-18,0.24242424242424243,0,0,0,0,0,0,0,0,0.2,0.6
2012-04-15,Man United,Aston Villa,4,0,H,83,76,33,79,47.0,78,28,50,0.7575757575757576,32,35,49.0,35,44,-9,0.21875,0,0,0,0,0,0,0,0,0.8,0.2
2012-04-16,Arsenal,Wigan,1,2,A,81,72,33,64,46.0,66,41,25,0.6060606060606061,33,31,42.0,31,57,-26,0.21212121212121213,0,0,0,0,0,0,0,0,0.8,0.6
2012-04-21,Arsenal,Chelsea,0,0,D,81,83,34,64,46.0,67,43,24,0.5882352941176471,33,57,46.0,56,38,18,0.48484848484848486,0,0,0,0,0,0,0,0,0.6,0.4
2012-04-21,Aston Villa,Sunderland,0,0,D,76,76,33,35,49.0,35,48,-13,0.21212121212121213,34,43,58.0,42,41,1,0.3235294117647059,0,0,0,0,0,0,0,0,0.0,0.2
2012-04-21,Blackburn,Norwich,2,0,H,74,72,34,28,43.0,45,73,-28,0.20588235294117646,34,43,42.0,47,58,-11,0.3235294117647059,0,0,1,1,0,0,0,0,0.0,0.4
2012-04-21,Bolton,Swansea,1,1,D,74,73,32,29,,36,65,-29,0.28125,34,42,71.0,38,44,-6,0.3235294117647059,0,0,0,0,0,0,0,0,0.6,0.2
2012-04-21,Fulham,Wigan,2,1,H,77,72,33,43,49.0,43,43,0,0.3333333333333333,34,34,42.0,33,58,-25,0.23529411764705882,0,0,0,0,0,0,0,0,0.4,0.8
2012-04-21,Newcastle,Stoke,3,0,H,77,76,33,59,46.0,50,42,8,0.5151515151515151,33,42,46.0,32,45,-13,0.3333333333333333,1,1,0,0,0,0,0,0,1.0,0.2
2012-04-21,QPR,Tottenham,1,0,H,76,81,34,31,,38,57,-19,0.23529411764705882,33,59,80.0,57,38,19,0.5151515151515151,0,0,0,0,0,0,0,0,0.4,0.2
2012-04-22,Liverpool,West Brom,0,1,A,81,74,33,46,58.0,40,36,4,0.36363636363636365,34,42,47.0,40,47,-7,0.35294117647058826,0,0,0,0,0,0,0,0,0.2,0.4
2012-04-22,Man United,Everton,4,4,D,83,77,34,82,47.0,82,28,54,0.7647058823529411,33,47,54.0,38,34,4,0.3939393939393939,0,0,0,0,0,0,0,0,0.8,0.6
2012-04-22,Wolves,Man City,0,2,A,75,83,34,23,43.0,34,73,-39,0.14705882352941177,34,77,71.0,85,27,58,0.7058823529411765,0,0,0,0,0,0,0,0,0.0,0.4
2012-04-24,Aston Villa,Bolton,1,2,A,76,74,34,36,49.0,35,48,-13,0.20588235294117646,33,30,,37,66,-29,0.2727272727272727,0,0,0,0,0,0,0,0,0.0,0.4
2012-04-28,Everton,Fulham,4,0,H,77,77,34,48,54.0,42,38,4,0.38235294117647056,34,46,49.0,45,44,1,0.35294117647058826,0,0,0,0,0,0,0,0,0.6,0.6
2012-04-28,Norwich,Liverpool,0,3,A,72,81,35,43,42.0,47,60,-13,0.3142857142857143,34,46,58.0,40,37,3,0.35294117647058826,0,0,0,0,0,0,0,0,0.2,0.2
2012-04-28,Stoke,Arsenal,1,1,D,76,81,34,42,46.0,32,48,-16,0.3235294117647059,35,65,46.0,67,43,24,0.5714285714285714,0,0,0,0,0,0,0,0,0.2,0.4
2012-04-28,Sunderland,Bolton,2,2,D,76,74,35,44,58.0,42,41,1,0.3142857142857143,34,33,,39,67,-28,0.29411764705882354,0,0,0,0,0,0,0,0,0.0,0.4
2012-04-28,Swansea,Wolves,4,4,D,73,75,35,43,71.0,39,45,-6,0.3142857142857143,35,23,43.0,34,75,-41,0.14285714285714285,0,0,0,0,0,0,0,0,0.2,0.0
2012-04-28,West Brom,Aston Villa,0,0,D,74,76,35,45,47.0,41,47,-6,0.37142857142857144,35,36,49.0,36,50,-14,0.2,0,0,0,0,0,0,0,0,0.6,0.0
2012-04-28,Wigan,Newcastle,4,0,H,72,77,35,34,42.0,34,60,-26,0.22857142857142856,34,62,46.0,53,42,11,0.5294117647058824,0,0,0,0,1,1,0,0,0.6,1.0
2012-04-29,Chelsea,QPR,6,1,H,83,76,34,58,46.0,56,38,18,0.47058823529411764,35,34,,39,57,-18,0.2571428571428571,0,0,0,0,0,0,0,0,0.4,0.6
2012-04-29,Tottenham,Blackburn,2,0,H,81,74,34,59,80.0,57,39,18,0.5,35,31,43.0,47,73,-26,0.22857142857142856,0,0,0,0,0,0,0,0,0.2,0.2
2012-04-30,Man City,Man United,1,0,H,83,83,35,80,71.0,87,27,60,0.7142857142857143,35,83,47.0,86,32,54,0.7428571428571429,1,0,0,0,0,0,0,0,0.6,0.6
2012-05-01,Liverpool,Fulham,0,1,A,81,77,35,49,58.0,43,37,6,0.37142857142857144,35,46,49.0,45,48,-3,0.34285714285714286,0,0,0,0,0,0,0,0,0.4,0.6
2012-05-01,Stoke,Everton,1,1,D,76,77,35,43,46.0,33,49,-16,0.3142857142857143,35,51,54.0,46,38,8,0.4,0,0,0,0,0,0,0,0,0.2,0.6
2012-05-02,Bolton,Tottenham,1,4,A,74,81,35,34,,41,69,-28,0.2857142857142857,35,62,80.0,59,39,20,0.5142857142857142,0,0,0,0,0,0,0,0,0.2,0.4
2012-05-02,Chelsea,Newcastle,0,2,A,83,77,35,61,46.0,62,39,23,0.4857142857142857,35,62,46.0,53,46,7,0.5142857142857142,0,0,0,0,0,0,0,0,0.6,0.8
2012-05-05,Arsenal,Norwich,3,3,D,81,72,36,66,46.0,68,44,24,0.5555555555555556,36,43,42.0,47,63,-16,0.3055555555555556,0,0,0,0,0,0,1,0,0.4,0.2
2012-05-06,Aston Villa,Tottenham,1,1,D,76,81,36,37,49.0,36,50,-14,0.19444444444444445,36,65,80.0,63,40,23,0.5277777777777778,0,0,0,0,0,0,0,0,0.0,0.4
2012-05-06,Bolton,West Brom,2,2,D,74,74,36,34,,42,73,-31,0.2777777777777778,36,46,47.0,41,47,-6,0.3611111111111111,0,0,0,0,0,0,0,0,0.2,0.6
2012-05-06,Fulham,Sunderland,2,1,H,77,76,36,49,49.0,46,48,-2,0.3611111111111111,36,45,58.0,44,43,1,0.3055555555555556,0,0,0,0,0,0,0,0,0.6,0.0
2012-05-06,Man United,Swansea,2,0,H,83,73,36,83,47.0,86,33,53,0.7222222222222222,36,44,71.0,43,49,-6,0.3055555555555556,0,0,0,0,0,0,0,0,0.4,0.2
2012-05-06,Newcastle,Man City,0,2,A,77,83,36,65,46.0,55,46,9,0.5277777777777778,36,83,71.0,88,27,61,0.7222222222222222,0,0,0,0,1,0,0,0,0.8,0.8
2012-05-06,QPR,Stoke,1,0,H,76,76,36,34,,40,63,-23,0.25,36,44,46.0,34,50,-16,0.3055555555555556,0,0,0,0,0,0,0,0,0.4,0.2
2012-05-06,Wolves,Everton,0,0,D,75,77,36,24,43.0,38,79,-41,0.1388888888888889,36,52,54.0,47,39,8,0.3888888888888889,0,0,0,0,0,0,0,0,0.0,0.4
2012-05-07,Blackburn,Wigan,0,1,A,74,72,36,31,43.0,47,75,-28,0.2222222222222222,36,37,42.0,38,60,-22,0.25,0,0,0,0,0,0,0,0,0.2,0.6
2012-05-08,Liverpool,Chelsea,4,1,H,81,83,36,49,58.0,43,38,5,0.3611111111111111,36,61,46.0,62,41,21,0.4722222222222222,0,0,0,0,0,0,0,0,0.4,0.4
2012-05-13,Chelsea,Blackburn,2,1,H,83,74,37,61,46.0,63,45,18,0.4594594594594595,37,31,43.0,47,76,-29,0.21621621621621623,0,0,0,0,0,0,0,0,0.2,0.2
2012-05-13,Everton,Newcastle,3,1,H,77,77,37,53,54.0,47,39,8,0.3783783783783784,37,65,46.0,55,48,7,0.5135135135135135,0,0,0,0,0,0,0,0,0.4,0.6
2012-05-13,Man City,QPR,3,2,H,83,76,37,86,71.0,90,27,63,0.7297297297297297,37,37,,41,63,-22,0.2702702702702703,1,1,0,0,0,0,0,0,1.0,0.6
2012-05-13,Norwich,Aston Villa,2,0,H,72,76,37,44,42.0,50,66,-16,0.2972972972972973,37,38,49.0,37,51,-14,0.1891891891891892,0,0,0,0,0,0,0,0,0.2,0.0
2012-05-13,Stoke,Bolton,2,2,D,76,74,37,44,46.0,34,51,-17,0.2972972972972973,37,35,,44,75,-31,0.2702702702702703,0,0,0,0,0,0,0,0,0.0,0.2
2012-05-13,Sunderland,Man United,0,1,A,76,83,37,45,58.0,45,45,0,0.2972972972972973,37,86,47.0,88,33,55,0.7297297297297297,0,0,0,0,0,0,0,0,0.0,0.4
2012-05-13,Swansea,Liverpool,1,0,H,73,81,37,44,71.0,43,51,-8,0.2972972972972973,37,52,58.0,47,39,8,0.3783783783783784,0,0,0,0,0,0,0,0,0.2,0.6
2012-05-13,Tottenham,Fulham,2,0,H,81,77,37,66,80.0,64,41,23,0.5135135135135135,37,52,49.0,48,49,-1,0.3783783783783784,0,0,0,0,0,0,0,0,0.4,0.6
2012-05-13,West Brom,Arsenal,2,3,A,74,81,37,47,47.0,43,49,-6,0.35135135135135137,37,67,46.0,71,47,24,0.5405405405405406,0,0,0,0,0,0,0,0,0.4,0.2
2012-05-13,Wigan,Wolves,3,2,H,72,75,37,40,42.0,39,60,-21,0.2702702702702703,37,25,43.0,38,79,-41,0.13513513513513514,0,0,0,0,0,0,0,0,0.8,0.0
