MatchID,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,AT_match_played,AT_goal_against,HT_goal_against,HT_goal_differnece,AT_current_standing,HT_match_played,AT_goal_differnece,AT_goal_for,HT_current_standing,HT_goal_for
344,28/04/13,Chelsea,Swansea,2,0,H,81,74,33,42,35,31,42,33,1,43,62,66
345,28/04/13,Reading,QPR,0,0,D,71,75,34,56,65,-28,24,34,-27,29,24,37
346,29/04/13,Aston Villa,Sunderland,6,1,H,75,75,34,45,63,-27,37,34,-7,38,34,36
347,04/05/13,Fulham,Reading,2,4,A,77,71,35,65,53,-9,25,35,-28,37,40,44
348,04/05/13,Norwich,Aston Villa,1,2,A,73,75,35,64,54,-21,37,35,-22,42,38,33
349,04/05/13,QPR,Arsenal,0,1,A,75,80,35,36,56,-27,64,35,30,66,25,29
350,04/05/13,Swansea,Man City,0,0,D,74,82,34,31,44,-1,71,34,30,61,42,43
351,04/05/13,Tottenham,Southampton,1,0,H,80,73,35,57,43,17,39,34,-10,47,62,60
352,04/05/13,West Brom,Wigan,2,3,A,74,74,34,62,44,2,32,34,-23,39,48,46
353,04/05/13,West Ham,Newcastle,0,0,D,74,77,35,66,49,-8,37,35,-23,43,42,41
354,05/05/13,Liverpool,Everton,0,0,D,79,76,35,38,42,25,59,35,14,52,54,67
355,05/05/13,Man United,Chelsea,0,1,A,82,81,34,35,36,43,65,35,33,68,85,79
356,06/05/13,Sunderland,Stoke,1,1,D,75,75,35,41,51,-12,40,35,-10,31,37,39
357,07/05/13,Man City,West Brom,1,0,H,82,74,35,47,31,30,48,35,1,48,72,61
358,07/05/13,Wigan,Swansea,2,3,A,74,74,35,44,64,-22,43,35,-1,43,35,42
359,08/05/13,Chelsea,Tottenham,2,2,D,81,80,35,43,35,34,65,35,18,61,68,69
360,11/05/13,Aston Villa,Chelsea,1,2,A,75,81,36,37,65,-21,69,36,34,71,40,44
361,12/05/13,Everton,West Ham,2,0,H,76,74,36,49,38,14,43,36,-8,41,60,52
362,12/05/13,Fulham,Liverpool,1,3,A,77,79,36,42,57,-11,55,36,25,67,40,46
363,12/05/13,Man United,Swansea,2,1,H,82,74,36,46,37,42,46,36,0,46,85,79
364,12/05/13,Norwich,West Brom,4,0,H,73,74,36,48,56,-22,48,36,0,48,38,34
365,12/05/13,QPR,Newcastle,1,2,A,75,77,36,66,57,-28,38,36,-23,43,25,29
366,12/05/13,Stoke,Tottenham,1,2,A,75,80,36,45,42,-10,66,36,18,63,41,32
367,12/05/13,Sunderland,Southampton,1,1,D,75,73,36,58,52,-12,39,36,-11,47,38,40
368,14/05/13,Arsenal,Wigan,4,1,H,80,74,36,67,36,31,35,36,-23,44,67,67
369,14/05/13,Reading,Man City,0,2,A,71,82,36,31,67,-26,75,36,31,62,28,41
370,19/05/13,Chelsea,Everton,2,1,H,81,76,37,38,38,35,63,37,16,54,72,73
371,19/05/13,Liverpool,QPR,1,0,H,79,75,37,59,43,27,25,37,-29,30,58,70
372,19/05/13,Man City,Norwich,2,3,A,82,73,37,56,31,33,41,37,-18,38,78,64
373,19/05/13,Newcastle,Arsenal,0,1,A,77,80,37,37,67,-22,70,37,34,71,41,45
374,19/05/13,Southampton,Stoke,1,1,D,73,75,37,44,59,-11,41,37,-11,33,40,48
375,19/05/13,Swansea,Fulham,0,3,A,74,77,37,60,48,-1,40,37,-13,47,46,47
376,19/05/13,Tottenham,Sunderland,1,0,H,80,75,37,53,46,19,39,37,-12,41,69,65
377,19/05/13,West Brom,Man United,5,5,D,74,82,37,38,52,-4,88,37,43,81,48,48
378,19/05/13,West Ham,Reading,4,2,H,74,71,37,69,51,-10,28,37,-28,41,43,41
379,19/05/13,Wigan,Aston Villa,2,2,D,74,75,37,67,71,-26,40,37,-22,45,35,45
