MatchID,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AT_match_played,AT_goal_against,HT_goal_against,HT_goal_differnece,AT_current_standing,HT_match_played,AT_goal_differnece,AT_goal_for,HT_current_standing,HT_goal_for
280,03/03/96,Liverpool,Aston Villa,3,0,H,27,21,24,29,49,27,18,39,52,53
281,04/03/96,Newcastle,Man United,0,1,A,28,29,25,27,57,27,26,55,61,52
282,05/03/96,Arsenal,Man City,3,1,H,28,40,26,10,26,28,-20,20,45,36
283,06/03/96,Aston Villa,Sheffield Weds,3,2,H,28,46,24,15,29,28,-9,37,49,39
284,06/03/96,QPR,Leeds,1,2,A,26,38,42,-19,35,28,-7,31,22,23
285,09/03/96,Aston Villa,QPR,4,2,H,29,44,26,16,22,29,-20,24,52,42
286,09/03/96,Everton,Coventry,2,2,D,28,51,30,14,26,29,-16,35,46,44
287,09/03/96,West Ham,Middlesbrough,2,0,H,29,39,39,-6,34,29,-11,28,39,33
288,12/03/96,Chelsea,Man City,1,1,D,29,43,31,4,26,29,-22,21,43,35
289,13/03/96,Blackburn,Leeds,1,0,H,27,39,34,9,38,29,-6,33,42,43
290,13/03/96,Liverpool,Wimbledon,2,2,D,28,56,24,32,26,28,-16,40,55,56
291,16/03/96,Coventry,Bolton,0,2,A,29,58,53,-16,19,29,-29,29,27,37
292,16/03/96,Liverpool,Chelsea,2,0,H,30,32,26,32,44,29,4,36,56,58
293,16/03/96,Man City,Southampton,2,1,H,27,40,44,-22,25,30,-13,27,27,22
294,16/03/96,Middlesbrough,Nott'm Forest,1,1,D,28,39,41,-13,43,30,-1,38,34,28
295,16/03/96,QPR,Man United,1,1,D,29,29,48,-22,60,30,27,56,22,26
296,16/03/96,Sheffield Weds,Aston Villa,2,0,H,30,28,49,-10,55,29,18,46,29,39
297,16/03/96,Tottenham,Blackburn,2,3,A,30,34,25,10,45,28,10,44,48,35
298,16/03/96,Wimbledon,Arsenal,0,3,A,29,27,58,-16,48,29,12,39,27,42
299,17/03/96,Leeds,Everton,2,2,D,30,32,40,-7,47,28,14,46,38,33
300,18/03/96,Newcastle,West Ham,3,0,H,30,39,26,26,42,28,-4,35,61,52
301,19/03/96,Aston Villa,Middlesbrough,0,0,D,31,42,30,16,35,31,-13,29,55,46
302,20/03/96,Bolton,Tottenham,2,3,A,29,28,58,-27,48,30,9,37,22,31
303,20/03/96,Man United,Arsenal,1,0,H,30,27,30,27,51,30,15,42,61,57
304,20/03/96,Southampton,Sheffield Weds,0,1,A,30,49,42,-14,32,28,-8,41,25,28
305,23/03/96,Arsenal,Newcastle,2,0,H,29,26,28,14,64,31,29,55,51,42
306,23/03/96,Bolton,Sheffield Weds,2,1,H,31,49,61,-28,35,31,-7,42,22,33
307,23/03/96,Chelsea,QPR,1,1,D,31,49,34,2,23,31,-22,27,44,36
308,23/03/96,Everton,Wimbledon,2,4,A,30,61,34,14,27,31,-19,42,48,48
309,23/03/96,Nott'm Forest,Liverpool,1,0,H,30,26,40,-1,59,29,34,60,44,39
310,23/03/96,West Ham,Man City,4,2,H,31,45,42,-7,30,31,-21,24,42,35
311,24/03/96,Man United,Tottenham,1,0,H,30,30,30,28,51,31,10,40,64,58
312,25/03/96,Southampton,Coventry,1,0,H,30,55,43,-15,27,29,-18,37,25,28
313,30/03/96,Blackburn,Everton,0,3,A,32,38,36,11,48,31,12,50,48,47
314,30/03/96,Bolton,Man City,1,1,D,32,49,62,-27,30,32,-23,26,25,35
315,30/03/96,Leeds,Middlesbrough,0,1,A,32,42,42,-7,36,29,-13,29,39,35
316,30/03/96,QPR,Southampton,3,0,H,30,43,50,-22,28,32,-14,29,24,28
317,30/03/96,Tottenham,Coventry,3,1,H,31,56,31,9,27,31,-19,37,51,40
318,30/03/96,Wimbledon,Nott'm Forest,1,0,H,30,40,63,-17,47,31,0,40,30,46
319,03/04/96,Leeds,Southampton,1,0,H,31,46,43,-8,28,30,-17,29,39,35
320,03/04/96,Liverpool,Newcastle,4,3,H,30,28,27,33,64,31,27,55,59,60
321,05/04/96,Middlesbrough,Sheffield Weds,3,1,H,32,51,42,-12,35,33,-8,43,39,30
322,06/04/96,Arsenal,Leeds,2,1,H,31,43,28,16,42,32,-7,36,54,44
323,06/04/96,Chelsea,Aston Villa,1,2,A,32,30,35,2,56,32,16,46,45,37
324,06/04/96,Coventry,Liverpool,1,0,H,32,30,59,-21,62,32,34,64,27,38
325,06/04/96,Everton,Bolton,3,0,H,33,63,38,15,26,33,-27,36,51,53
326,06/04/96,Man City,Man United,2,3,A,32,30,50,-23,67,33,29,59,31,27
327,06/04/96,Newcastle,QPR,2,1,H,33,50,32,26,27,31,-19,31,64,58
328,06/04/96,Nott'm Forest,Tottenham,2,1,H,32,32,41,-1,54,31,11,43,47,40
329,06/04/96,Southampton,Blackburn,1,0,H,32,39,47,-18,48,32,8,47,28,29
330,06/04/96,West Ham,Wimbledon,1,1,D,32,63,44,-5,33,32,-16,47,45,39
331,08/04/96,Aston Villa,Southampton,3,0,H,33,47,31,17,31,33,-17,30,59,48
332,08/04/96,Blackburn,Newcastle,2,1,H,32,33,40,7,67,33,27,60,48,47
333,08/04/96,Bolton,Chelsea,2,1,H,33,37,66,-30,45,34,1,38,26,36
334,08/04/96,Leeds,Nott'm Forest,1,3,A,32,42,45,-8,50,32,0,42,42,37
335,08/04/96,Liverpool,West Ham,2,0,H,33,45,31,33,46,33,-5,40,62,64
336,08/04/96,Man United,Coventry,1,0,H,33,59,32,30,30,33,-20,39,70,62
337,08/04/96,QPR,Everton,3,1,H,34,38,52,-20,54,34,18,56,27,32
338,08/04/96,Sheffield Weds,Arsenal,1,0,H,33,29,54,-10,57,33,17,46,35,44
339,08/04/96,Tottenham,Middlesbrough,1,1,D,34,43,34,10,42,33,-10,33,54,44
340,08/04/96,Wimbledon,Man City,3,0,H,34,53,64,-16,31,33,-24,29,34,48
341,13/04/96,Chelsea,Leeds,4,1,H,33,48,39,0,42,34,-10,38,45,39
342,13/04/96,Coventry,QPR,1,0,H,35,53,60,-21,30,34,-18,35,30,39
343,13/04/96,Man City,Sheffield Weds,1,0,H,34,54,56,-27,38,35,-9,45,31,29
344,13/04/96,Middlesbrough,Wimbledon,1,2,A,34,64,44,-10,37,35,-13,51,43,34
345,13/04/96,Nott'm Forest,Blackburn,1,5,A,34,41,43,2,51,33,8,49,53,45
346,13/04/96,Southampton,Man United,3,1,H,34,32,50,-20,73,34,31,63,31,30
347,13/04/96,West Ham,Bolton,1,0,H,35,67,47,-7,29,34,-29,38,46,40
348,14/04/96,Newcastle,Aston Villa,1,0,H,34,31,35,26,62,33,20,51,67,61
349,15/04/96,Arsenal,Tottenham,0,0,D,34,35,30,16,55,34,10,45,57,46
350,16/04/96,Everton,Liverpool,1,1,D,34,31,41,16,65,35,35,66,54,57
351,17/04/96,Aston Villa,West Ham,1,1,D,35,47,32,19,49,35,-6,41,62,51
352,17/04/96,Blackburn,Wimbledon,3,2,H,35,65,42,12,40,35,-12,53,54,54
353,17/04/96,Man United,Leeds,1,0,H,34,52,35,29,42,35,-13,39,73,64
354,17/04/96,Newcastle,Southampton,1,0,H,35,51,35,27,34,34,-18,33,70,62
355,17/04/96,Nott'm Forest,Coventry,0,0,D,35,60,48,-2,33,34,-20,40,53,46
356,17/04/96,Sheffield Weds,Chelsea,0,0,D,35,40,55,-10,48,35,3,43,38,45
357,27/04/96,Aston Villa,Man City,0,1,A,36,56,33,19,34,36,-26,30,63,52
358,27/04/96,Blackburn,Arsenal,1,1,D,35,30,44,13,58,36,16,46,57,57
359,27/04/96,Bolton,Southampton,0,1,A,36,52,68,-30,34,36,-19,33,29,38
360,27/04/96,Liverpool,Middlesbrough,1,0,H,36,46,32,35,43,35,-11,35,66,67
361,27/04/96,QPR,West Ham,3,0,H,36,48,54,-19,50,36,-6,42,30,35
362,27/04/96,Sheffield Weds,Everton,2,5,A,36,42,55,-10,55,36,16,58,39,45
363,27/04/96,Tottenham,Chelsea,1,1,D,36,40,35,10,49,35,3,43,56,45
364,27/04/96,Wimbledon,Coventry,0,2,A,36,60,68,-13,34,36,-20,40,40,55
365,28/04/96,Man United,Nott'm Forest,5,0,H,35,48,35,30,54,36,-2,46,76,65
366,29/04/96,Leeds,Newcastle,0,1,A,35,35,53,-14,73,35,28,63,42,39
367,01/05/96,Arsenal,Liverpool,0,0,D,36,32,31,16,69,36,36,68,59,47
368,02/05/96,Leeds,Tottenham,1,3,A,36,36,54,-15,57,36,10,46,42,39
369,02/05/96,Nott'm Forest,Newcastle,1,1,D,36,35,53,-7,76,36,29,64,54,46
370,04/05/96,Arsenal,Bolton,2,1,H,37,69,31,16,29,37,-31,38,60,47
371,04/05/96,Chelsea,Blackburn,2,3,A,37,45,41,3,58,37,13,58,50,44
372,04/05/96,Coventry,Leeds,0,0,D,37,57,60,-18,42,37,-17,40,37,42
373,04/05/96,Everton,Aston Villa,1,0,H,37,34,44,19,63,37,18,52,58,63
374,04/05/96,Man City,Liverpool,2,2,D,37,32,56,-25,70,37,36,68,37,31
375,04/05/96,Middlesbrough,Man United,0,3,A,37,35,47,-12,79,37,35,70,43,35
376,04/05/96,Newcastle,Tottenham,1,1,D,37,37,36,29,60,37,12,49,77,65
377,04/05/96,Nott'm Forest,QPR,3,0,H,37,54,54,-7,33,37,-16,38,55,47
378,04/05/96,Southampton,Wimbledon,0,0,D,37,70,52,-18,40,37,-15,55,37,34
379,04/05/96,West Ham,Sheffield Weds,1,1,D,37,60,51,-9,39,37,-13,47,50,42
