Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,OVA_diff,HT_match_played,HT_current_standing,HT_past_standing,HT_past_goal_diff,HT_past_win_rate,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_past_goal_diff,AT_past_win_rate,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate,current_standing_diff,past_standing_diff,past_goal_diff_diff,past_win_rate_diff,win_rate_season_diff,goal_diff_diff
2009-08-15,Aston Villa,Wigan,0,2,A,79,74,5,0,0,62,6,0.4473684210526316,0,0,0,,0,0,45,-11,0.3157894736842105,0,0,0,,0,0,0,0,0,0,0,0,,,0,17,17,0.13157894736842107,,0
2009-08-15,Blackburn,Man City,0,2,A,75,81,-6,0,0,41,-20,0.2631578947368421,0,0,0,,0,0,50,8,0.3947368421052632,0,0,0,,0,0,0,0,0,0,0,0,,,0,-9,-28,-0.13157894736842113,,0
2009-08-15,Bolton,Sunderland,0,1,A,75,75,0,0,0,41,-12,0.2894736842105263,0,0,0,,0,0,36,-20,0.2368421052631579,0,0,0,,0,0,0,0,0,0,0,0,,,0,5,8,0.05263157894736842,,0
2009-08-15,Chelsea,Hull,2,1,H,83,73,10,0,0,83,44,0.6578947368421053,0,0,0,,0,0,35,-25,0.21052631578947367,0,0,0,,0,0,0,0,0,0,0,0,,,0,48,69,0.44736842105263164,,0
2009-08-15,Everton,Arsenal,1,6,A,79,81,-2,0,0,63,18,0.4473684210526316,0,0,0,,0,0,72,31,0.5263157894736842,0,0,0,,0,0,0,0,0,0,0,0,,,0,-9,-13,-0.0789473684210526,,0
2009-08-15,Portsmouth,Fulham,0,1,A,75,76,-1,0,0,41,-19,0.2631578947368421,0,0,0,,0,0,53,5,0.3684210526315789,0,0,0,,0,0,0,0,0,0,0,0,,,0,-12,-24,-0.10526315789473684,,0
2009-08-15,Stoke,Burnley,2,0,H,73,72,1,0,0,45,-17,0.3157894736842105,0,0,0,,0,0,-1,-1,0.0,0,0,0,,0,0,0,0,0,0,0,0,,,0,46,-16,0.3157894736842105,,0
2009-08-15,Wolves,West Ham,0,2,A,72,76,-4,0,0,-1,-1,0.0,0,0,0,,0,0,51,-3,0.3684210526315789,0,0,0,,0,0,0,0,0,0,0,0,,,0,-52,2,-0.3684210526315789,,0
2009-08-16,Man United,Birmingham,1,0,H,82,74,8,0,0,90,44,0.7368421052631579,0,0,0,,0,0,-1,-1,0.0,0,0,0,,0,0,0,0,0,0,0,0,,,0,91,45,0.7368421052631579,,0
2009-08-16,Tottenham,Liverpool,2,1,H,79,82,-3,0,0,51,0,0.3684210526315789,0,0,0,,0,0,86,50,0.6578947368421053,0,0,0,,0,0,0,0,0,0,0,0,,,0,-35,-50,-0.2894736842105264,,0
