Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,OVA_diff,HT_match_played,HT_current_standing,HT_past_standing,HT_past_goal_diff,HT_past_win_rate,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_past_goal_diff,AT_past_win_rate,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate,current_standing_diff,past_standing_diff,past_goal_diff_diff,past_win_rate_diff,win_rate_season_diff,goal_diff_diff
2012-08-18,Arsenal,Sunderland,0,0,D,80,75,5,0,0,70,25,0.5526315789473685,0,0,0,,0,0,45,-1,0.2894736842105263,0,0,0,,0,0,0,0,0,0,0,0,,,0,25,26,0.26315789473684215,,0
2012-08-18,Fulham,Norwich,5,0,H,77,73,4,0,0,52,-3,0.3684210526315789,0,0,0,,0,0,47,-14,0.3157894736842105,0,0,0,,0,0,0,0,0,0,0,0,,,0,5,11,0.05263157894736842,,0
2012-08-18,Newcastle,Tottenham,2,1,H,77,80,-3,0,0,65,5,0.5,0,0,0,,0,0,69,25,0.5263157894736842,0,0,0,,0,0,0,0,0,0,0,0,,,0,-4,-20,-0.02631578947368418,,0
2012-08-18,QPR,Swansea,0,5,A,75,74,1,0,0,37,-23,0.2631578947368421,0,0,0,,0,0,47,-7,0.3157894736842105,0,0,0,,0,0,0,0,0,0,0,0,,,0,-10,-16,-0.05263157894736842,,0
2012-08-18,Reading,Stoke,1,1,D,71,75,-4,0,0,-1,-1,0.0,0,0,0,,0,0,45,-17,0.2894736842105263,0,0,0,,0,0,0,0,0,0,0,0,,,0,-46,16,-0.2894736842105263,,0
2012-08-18,West Brom,Liverpool,3,0,H,74,79,-5,0,0,47,-7,0.34210526315789475,0,0,0,,0,0,52,7,0.3684210526315789,0,0,0,,0,0,0,0,0,0,0,0,,,0,-5,-14,-0.02631578947368418,,0
2012-08-18,West Ham,Aston Villa,1,0,H,74,75,-1,0,0,-1,-1,0.0,0,0,0,,0,0,38,-16,0.18421052631578946,0,0,0,,0,0,0,0,0,0,0,0,,,0,-39,15,-0.18421052631578946,,0
2012-08-19,Man City,Southampton,3,2,H,82,73,9,0,0,89,64,0.7368421052631579,0,0,0,,0,0,-1,-1,0.0,0,0,0,,0,0,0,0,0,0,0,0,,,0,90,65,0.7368421052631579,,0
2012-08-19,Wigan,Chelsea,0,2,A,74,81,-7,0,0,43,-20,0.2894736842105263,0,0,0,,0,0,64,19,0.4736842105263158,0,0,0,,0,0,0,0,0,0,0,0,,,0,-21,-39,-0.1842105263157895,,0
2012-08-20,Everton,Man United,1,0,H,76,82,-6,0,0,56,10,0.3947368421052632,0,0,0,,0,0,89,56,0.7368421052631579,0,0,0,,0,0,0,0,0,0,0,0,,,0,-33,-46,-0.34210526315789463,,0
