Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HT_match_played,HT_current_standing,HT_past_standing,HT_past_goal_diff,HT_past_win_rate,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_past_goal_diff,AT_past_win_rate,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate,current_standing_diff,past_standing_diff,past_goal_diff_diff,past_win_rate_diff,win_rate_season_diff,goal_diff_diff
1999-08-07,Arsenal,Leicester,2,1,H,0,0,78,42,0.5789473684210527,0,0,0,,0,0,49,-6,0.3157894736842105,0,0,0,,0,0,0,0,0,0,0,0,,,0,29,48,0.26315789473684215,,0
1999-08-07,Chelsea,Sunderland,4,0,H,0,0,75,27,0.5263157894736842,0,0,0,,0,0,-1,-1,0.0,0,0,0,,0,0,0,0,0,0,0,0,,,0,76,28,0.5263157894736842,,0
1999-08-07,Coventry,Southampton,0,1,A,0,0,42,-12,0.2894736842105263,0,0,0,,0,0,41,-27,0.2894736842105263,0,0,0,,0,0,0,0,0,0,0,0,,,0,1,15,0.0,,0
1999-08-07,Leeds,Derby,0,0,D,0,0,67,28,0.4736842105263158,0,0,0,,0,0,52,-5,0.34210526315789475,0,0,0,,0,0,0,0,0,0,0,0,,,0,15,33,0.13157894736842107,,0
1999-08-07,Middlesbrough,Bradford,0,1,A,0,0,51,-6,0.3157894736842105,0,0,0,,0,0,-1,-1,0.0,0,0,0,,0,0,0,0,0,0,0,0,,,0,52,-5,0.3157894736842105,,0
1999-08-07,Newcastle,Aston Villa,0,1,A,0,0,46,-6,0.2894736842105263,0,0,0,,0,0,55,5,0.3947368421052632,0,0,0,,0,0,0,0,0,0,0,0,,,0,-9,-11,-0.10526315789473689,,0
1999-08-07,Sheffield Weds,Liverpool,1,2,A,0,0,46,-1,0.34210526315789475,0,0,0,,0,0,54,19,0.3947368421052632,0,0,0,,0,0,0,0,0,0,0,0,,,0,-8,-20,-0.052631578947368474,,0
1999-08-07,Watford,Wimbledon,2,3,A,0,0,-1,-1,0.0,0,0,0,,0,0,42,-23,0.2631578947368421,0,0,0,,0,0,0,0,0,0,0,0,,,0,-43,22,-0.2631578947368421,,0
1999-08-07,West Ham,Tottenham,1,0,H,0,0,57,-7,0.42105263157894735,0,0,0,,0,0,47,-3,0.2894736842105263,0,0,0,,0,0,0,0,0,0,0,0,,,0,10,-4,0.13157894736842102,,0
1999-08-08,Everton,Man United,1,1,D,0,0,43,-5,0.2894736842105263,0,0,0,,0,0,79,43,0.5789473684210527,0,0,0,,0,0,0,0,0,0,0,0,,,0,-36,-48,-0.2894736842105263,,0
1999-08-09,Tottenham,Newcastle,3,1,H,1,0,47,-3,0.2894736842105263,0,1,-1,0.0,1,0,46,-6,0.2894736842105263,0,1,-1,0.0,0,0,0,0,0,0,0,0,,,0,1,3,0.0,0.0,0
1999-08-10,Derby,Arsenal,1,2,A,1,1,52,-5,0.34210526315789475,0,0,0,0.0,1,3,78,42,0.5789473684210527,2,1,1,1.0,0,0,0,0,0,0,0,0,,,-2,-26,-47,-0.2368421052631579,-1.0,-1
1999-08-10,Sunderland,Watford,2,0,H,1,0,-1,-1,0.0,0,4,-4,0.0,1,0,-1,-1,0.0,2,3,-1,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0.0,0.0,-3
1999-08-10,Wimbledon,Middlesbrough,2,3,A,1,3,42,-23,0.2631578947368421,3,2,1,1.0,1,0,51,-6,0.3157894736842105,0,1,-1,0.0,0,0,0,0,0,0,0,0,,,3,-9,-17,-0.05263157894736842,1.0,2
1999-08-11,Aston Villa,Everton,3,0,H,1,3,55,5,0.3947368421052632,1,0,1,1.0,1,1,43,-5,0.2894736842105263,1,1,0,0.0,0,0,0,0,0,0,0,0,,,2,12,10,0.10526315789473689,1.0,1
1999-08-11,Leicester,Coventry,1,0,H,1,0,49,-6,0.3157894736842105,1,2,-1,0.0,1,0,42,-12,0.2894736842105263,0,1,-1,0.0,0,0,0,0,0,0,0,0,,,0,7,6,0.02631578947368418,0.0,0
1999-08-11,Man United,Sheffield Weds,4,0,H,1,1,79,43,0.5789473684210527,1,1,0,0.0,1,0,46,-1,0.34210526315789475,1,2,-1,0.0,0,0,0,0,0,0,0,0,,,1,33,44,0.2368421052631579,0.0,1
1999-08-11,Southampton,Leeds,0,3,A,1,3,41,-27,0.2894736842105263,1,0,1,1.0,1,1,67,28,0.4736842105263158,0,0,0,0.0,0,0,0,0,0,0,0,0,,,2,-26,-55,-0.1842105263157895,1.0,1
1999-08-14,Bradford,Sheffield Weds,1,1,D,1,3,-1,-1,0.0,1,0,1,1.0,2,0,46,-1,0.34210526315789475,1,6,-5,0.0,0,0,0,0,0,0,0,0,,,3,-47,0,-0.34210526315789475,1.0,6
1999-08-14,Derby,Middlesbrough,1,3,A,2,1,52,-5,0.34210526315789475,1,2,-1,0.0,2,3,51,-6,0.3157894736842105,3,3,0,0.5,0,0,0,0,0,0,0,0,,,-2,1,1,0.026315789473684237,-0.5,-1
1999-08-14,Leicester,Chelsea,2,2,D,2,3,49,-6,0.3157894736842105,2,2,0,0.5,1,3,75,27,0.5263157894736842,4,0,4,1.0,0,0,0,0,0,0,0,0,,,0,-26,-33,-0.21052631578947367,-0.5,-4
1999-08-14,Liverpool,Watford,0,1,A,1,3,54,19,0.3947368421052632,2,1,1,1.0,2,0,-1,-1,0.0,2,5,-3,0.0,0,0,0,0,0,0,0,0,,,3,55,20,0.3947368421052632,1.0,4
1999-08-14,Man United,Leeds,2,0,H,2,4,79,43,0.5789473684210527,5,1,4,0.5,2,4,67,28,0.4736842105263158,3,0,3,0.5,0,0,0,0,0,0,0,0,,,0,12,15,0.10526315789473684,0.0,1
1999-08-14,Sunderland,Arsenal,0,0,D,2,3,-1,-1,0.0,2,4,-2,0.5,2,6,78,42,0.5789473684210527,4,2,2,1.0,0,0,0,0,0,0,0,0,,,-3,-79,-43,-0.5789473684210527,-0.5,-4
