Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,OVA_diff,HT_match_played,HT_current_standing,HT_past_standing,HT_past_goal_diff,HT_past_win_rate,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_past_goal_diff,AT_past_win_rate,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate,current_standing_diff,past_standing_diff,past_goal_diff_diff,past_win_rate_diff,win_rate_season_diff,goal_diff_diff
2020-10-04,Arsenal,Sheffield United,2,1,H,80,73,7,3,6,56,8,0.3684210526315789,6,4,2,0.6666666666666666,3,0,54,0,0.3684210526315789,0,4,-4,0.0,0,0,0,0,0,0,0,0,,,6,2,8,0.0,0.6666666666666666,6
2020-10-04,Wolves,Fulham,1,0,H,79,75,4,3,3,59,11,0.3947368421052632,3,7,-4,0.3333333333333333,3,0,-1,-1,0.0,3,10,-7,0.0,0,0,0,0,0,0,0,0,,,3,60,12,0.3947368421052632,0.3333333333333333,3
2020-10-04,Man United,Tottenham,1,6,A,82,82,0,2,3,66,30,0.4736842105263158,4,5,-1,0.5,3,4,59,14,0.42105263157894735,6,4,2,0.3333333333333333,0,0,0,0,0,0,0,0,,,-1,7,16,0.052631578947368474,0.16666666666666669,-3
2020-10-04,Aston Villa,Liverpool,7,2,H,77,85,-8,2,6,35,-26,0.2368421052631579,4,0,4,1.0,3,9,99,52,0.8421052631578947,9,4,5,1.0,0,0,0,0,0,0,0,0,,,-3,-64,-78,-0.6052631578947367,0.0,-1
2020-10-17,Everton,Liverpool,2,2,D,79,85,-6,4,12,49,-12,0.34210526315789475,12,5,7,1.0,4,9,99,52,0.8421052631578947,11,11,0,0.75,1,0,0,0,0,0,0,0,,,3,-50,-64,-0.49999999999999994,0.25,7
2020-10-17,Chelsea,Southampton,3,3,D,82,76,6,4,7,66,15,0.5263157894736842,10,6,4,0.5,4,6,52,-9,0.3947368421052632,5,6,-1,0.5,0,0,0,0,0,0,0,0,,,1,14,24,0.13157894736842096,0.0,5
2020-10-17,Man City,Arsenal,1,0,H,85,80,5,3,4,81,67,0.6842105263157895,6,7,-1,0.3333333333333333,4,9,56,8,0.3684210526315789,8,5,3,0.75,0,0,0,0,0,0,0,0,,,-5,25,59,0.31578947368421056,-0.4166666666666667,-4
2020-10-17,Newcastle,Man United,1,4,A,76,82,-6,4,7,44,-20,0.2894736842105263,6,5,1,0.5,3,3,66,30,0.4736842105263158,5,11,-6,0.3333333333333333,0,0,0,0,0,0,0,0,,,4,-22,-50,-0.1842105263157895,0.16666666666666669,7
2020-10-18,Sheffield United,Fulham,1,1,D,73,75,-2,4,0,54,0,0.3684210526315789,1,6,-5,0.0,4,0,-1,-1,0.0,3,11,-8,0.0,0,0,1,0,0,0,1,0,,,0,55,1,0.3684210526315789,0.0,3
2020-10-18,Crystal Palace,Brighton,1,1,D,76,75,1,4,6,43,-19,0.2894736842105263,5,7,-2,0.5,4,3,41,-15,0.2368421052631579,8,10,-2,0.25,0,0,0,0,0,0,0,0,,,3,2,-4,0.05263157894736842,0.25,0
2020-10-18,Tottenham,West Ham,3,3,D,82,78,4,4,7,59,14,0.42105263157894735,12,5,7,0.5,4,6,39,-13,0.2631578947368421,8,4,4,0.5,0,0,0,0,0,0,0,0,,,1,20,27,0.15789473684210525,0.0,3
2020-10-18,Leicester,Aston Villa,0,1,A,80,77,3,4,9,62,26,0.4736842105263158,12,7,5,0.75,3,9,35,-26,0.2368421052631579,11,2,9,1.0,0,0,0,0,0,0,0,0,,,0,27,52,0.2368421052631579,-0.25,-4
2020-10-19,West Brom,Burnley,0,0,D,73,76,-3,4,1,-1,-1,0.0,5,13,-8,0.0,3,0,54,-7,0.3947368421052632,3,8,-5,0.0,0,0,0,0,0,0,0,0,,,1,-55,6,-0.3947368421052632,0.0,-3
2020-10-19,Leeds,Wolves,0,1,A,76,79,-3,4,7,-1,-1,0.0,9,8,1,0.5,4,6,59,11,0.3947368421052632,4,7,-3,0.5,0,0,0,0,0,0,0,0,,,1,-60,-12,-0.3947368421052632,0.0,4
2020-10-23,Aston Villa,Leeds,0,3,A,77,76,1,4,12,35,-26,0.2368421052631579,12,2,10,1.0,5,7,-1,-1,0.0,9,9,0,0.4,1,0,0,0,0,0,0,0,,0.4,5,36,-25,0.2368421052631579,0.6,10
2020-10-24,West Ham,Man City,1,1,D,78,85,-7,5,7,39,-13,0.2631578947368421,11,7,4,0.4,4,7,81,67,0.6842105263157895,7,7,0,0.5,0,0,0,0,0,0,0,0,0.4,,0,-42,-80,-0.4210526315789474,-0.09999999999999998,4
2020-10-24,Fulham,Crystal Palace,1,2,A,75,76,-1,5,1,-1,-1,0.0,4,12,-8,0.0,5,7,43,-19,0.2894736842105263,6,8,-2,0.4,0,0,0,0,0,0,0,0,0.0,0.4,-6,-44,18,-0.2894736842105263,-0.4,-6
2020-10-24,Man United,Chelsea,0,0,D,82,82,0,4,6,66,30,0.4736842105263158,9,12,-3,0.5,5,8,66,15,0.5263157894736842,13,9,4,0.4,0,0,0,0,0,0,0,0,,0.4,-2,0,15,-0.05263157894736836,0.09999999999999998,-7
2020-10-24,Liverpool,Sheffield United,2,1,H,85,73,12,5,10,99,52,0.8421052631578947,13,13,0,0.6,5,1,54,0,0.3684210526315789,2,7,-5,0.0,0,0,0,0,0,0,0,0,0.6,0.0,9,45,52,0.47368421052631576,0.6,5
2020-10-25,Southampton,Everton,2,0,H,76,79,-3,5,7,52,-9,0.3947368421052632,8,9,-1,0.4,5,13,49,-12,0.34210526315789475,14,7,7,0.8,0,0,0,0,0,0,0,0,0.4,0.8,-6,3,3,0.052631578947368474,-0.4,-8
2020-10-25,Wolves,Newcastle,1,1,D,79,76,3,5,9,59,11,0.3947368421052632,5,7,-2,0.6,5,7,44,-20,0.2894736842105263,7,9,-2,0.4,0,0,0,0,0,0,0,0,0.6,0.4,2,15,31,0.10526315789473689,0.19999999999999996,0
2020-10-25,Arsenal,Leicester,0,1,A,80,80,0,5,9,56,8,0.3684210526315789,8,6,2,0.6,5,9,62,26,0.4736842105263158,12,8,4,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0,-6,-18,-0.10526315789473689,0.0,-2
2020-10-26,Brighton,West Brom,1,1,D,75,73,2,5,4,41,-15,0.2368421052631579,9,11,-2,0.2,5,2,-1,-1,0.0,5,13,-8,0.0,0,0,0,0,0,0,0,0,0.2,0.0,2,42,-14,0.2368421052631579,0.2,6
2020-10-26,Burnley,Tottenham,0,1,A,76,82,-6,4,1,54,-7,0.3947368421052632,3,8,-5,0.0,5,8,59,14,0.42105263157894735,15,8,7,0.4,0,0,0,0,0,0,0,0,,0.4,-7,-5,-21,-0.026315789473684126,-0.4,-12
2020-10-30,Wolves,Crystal Palace,2,0,H,79,76,3,6,10,59,11,0.3947368421052632,6,8,-2,0.5,6,10,43,-19,0.2894736842105263,8,9,-1,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0,16,30,0.10526315789473689,0.0,-1
2020-10-31,Sheffield United,Man City,0,1,A,73,85,-12,6,1,54,0,0.3684210526315789,3,9,-6,0.0,5,8,81,67,0.6842105263157895,8,8,0,0.4,0,0,0,0,0,0,0,0,0.0,0.4,-7,-27,-67,-0.31578947368421056,-0.4,-6
2020-10-31,Burnley,Chelsea,0,3,A,76,82,-6,5,1,54,-7,0.3947368421052632,3,9,-6,0.0,6,9,66,15,0.5263157894736842,13,9,4,0.3333333333333333,0,0,0,0,0,0,0,0,0.0,0.2,-8,-12,-22,-0.13157894736842096,-0.3333333333333333,-10
2020-10-31,Liverpool,West Ham,2,1,H,85,78,7,6,13,99,52,0.8421052631578947,15,14,1,0.6666666666666666,6,8,39,-13,0.2631578947368421,12,8,4,0.3333333333333333,0,0,0,0,0,0,0,0,0.6,0.4,5,60,65,0.5789473684210527,0.3333333333333333,-3
2020-11-01,Aston Villa,Southampton,3,4,A,77,76,1,5,12,35,-26,0.2368421052631579,12,5,7,0.8,6,10,52,-9,0.3947368421052632,10,9,1,0.5,0,0,0,0,0,0,0,0,0.8,0.6,2,-17,-17,-0.1578947368421053,0.30000000000000004,6
2020-11-01,Newcastle,Everton,2,1,H,76,79,-3,6,8,44,-20,0.2894736842105263,8,10,-2,0.3333333333333333,6,13,49,-12,0.34210526315789475,14,9,5,0.6666666666666666,0,0,0,0,0,0,0,0,0.2,0.6,-5,-5,-8,-0.05263157894736842,-0.3333333333333333,-7
2020-11-01,Man United,Arsenal,0,1,A,82,80,2,5,7,66,30,0.4736842105263158,9,12,-3,0.4,6,9,56,8,0.3684210526315789,8,7,1,0.5,0,0,0,0,0,0,0,0,0.4,0.4,-2,10,22,0.10526315789473689,-0.09999999999999998,-4
2020-11-01,Tottenham,Brighton,2,1,H,82,75,7,6,11,59,14,0.42105263157894735,16,8,8,0.5,6,5,41,-15,0.2368421052631579,10,12,-2,0.16666666666666666,0,0,0,0,0,0,0,0,0.6,0.2,6,18,29,0.18421052631578944,0.33333333333333337,10
2020-11-02,Fulham,West Brom,2,0,H,75,73,2,6,1,-1,-1,0.0,5,14,-9,0.0,6,3,-1,-1,0.0,6,14,-8,0.0,0,0,0,0,0,0,0,0,0.0,0.0,-2,0,0,0.0,0.0,-1
2020-11-02,Leeds,Leicester,1,4,A,76,80,-4,6,10,-1,-1,0.0,12,9,3,0.5,6,12,62,26,0.4736842105263158,13,8,5,0.6666666666666666,0,0,0,0,0,0,0,0,0.6,0.6,-2,-63,-27,-0.4736842105263158,-0.16666666666666663,-2
2020-11-06,Brighton,Burnley,0,0,D,75,76,-1,7,5,41,-15,0.2368421052631579,11,14,-3,0.14285714285714285,6,1,54,-7,0.3947368421052632,3,12,-9,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4,-13,-8,-0.1578947368421053,0.14285714285714285,6
2020-11-06,Southampton,Newcastle,2,0,H,76,76,0,7,13,52,-9,0.3947368421052632,14,12,2,0.5714285714285714,7,11,44,-20,0.2894736842105263,10,11,-1,0.42857142857142855,0,0,0,0,0,0,0,0,0.8,0.4,2,8,11,0.10526315789473689,0.14285714285714285,3
2020-11-07,Everton,Man United,1,3,A,79,82,-3,7,13,49,-12,0.34210526315789475,15,11,4,0.5714285714285714,6,7,66,30,0.4736842105263158,9,13,-4,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.4,6,-17,-42,-0.13157894736842107,0.23809523809523808,8
2020-11-07,Crystal Palace,Leeds,4,1,H,76,76,0,7,10,43,-19,0.2894736842105263,8,11,-3,0.42857142857142855,7,10,-1,-1,0.0,13,13,0,0.42857142857142855,0,0,0,0,0,0,0,0,0.2,0.4,0,44,-18,0.2894736842105263,0.0,-3
2020-11-07,Chelsea,Sheffield United,4,1,H,82,73,9,7,12,66,15,0.5263157894736842,16,9,7,0.42857142857142855,7,1,54,0,0.3684210526315789,3,10,-7,0.0,0,0,0,0,0,0,0,0,0.4,0.0,11,12,15,0.15789473684210525,0.42857142857142855,14
2020-11-07,West Ham,Fulham,1,0,H,78,75,3,7,8,39,-13,0.2631578947368421,13,10,3,0.2857142857142857,7,4,-1,-1,0.0,7,14,-7,0.14285714285714285,0,0,0,0,0,0,0,0,0.4,0.2,4,40,-12,0.2631578947368421,0.14285714285714285,10
2020-11-08,West Brom,Tottenham,0,1,A,73,82,-9,7,3,-1,-1,0.0,6,16,-10,0.0,7,14,59,14,0.42105263157894735,18,9,9,0.5714285714285714,0,0,0,0,0,0,0,0,0.0,0.6,-11,-60,-15,-0.42105263157894735,-0.5714285714285714,-19
2020-11-08,Leicester,Wolves,1,0,H,80,79,1,7,15,62,26,0.4736842105263158,17,9,8,0.7142857142857143,7,13,59,11,0.3947368421052632,8,8,0,0.5714285714285714,0,0,0,0,0,0,0,0,0.6,0.6,2,3,15,0.0789473684210526,0.1428571428571429,8
2020-11-08,Man City,Liverpool,1,1,D,85,85,0,6,11,81,67,0.6842105263157895,9,8,1,0.5,7,16,99,52,0.8421052631578947,17,15,2,0.7142857142857143,0,0,0,0,0,0,0,0,0.4,0.6,-5,-18,15,-0.1578947368421052,-0.2142857142857143,-1
2020-11-08,Arsenal,Aston Villa,0,3,A,80,77,3,7,12,56,8,0.3684210526315789,9,7,2,0.5714285714285714,6,12,35,-26,0.2368421052631579,15,9,6,0.6666666666666666,0,0,0,0,0,0,0,0,0.4,0.6,0,21,34,0.13157894736842102,-0.09523809523809523,-4
2020-11-21,Newcastle,Chelsea,0,2,A,76,82,-6,8,11,44,-20,0.2894736842105263,10,13,-3,0.375,8,15,66,15,0.5263157894736842,20,10,10,0.5,0,0,0,0,0,0,0,0,0.4,0.6,-4,-22,-35,-0.23684210526315785,-0.125,-13
2020-11-21,Aston Villa,Brighton,1,2,A,77,75,2,7,15,35,-26,0.2368421052631579,18,9,9,0.7142857142857143,8,6,41,-15,0.2368421052631579,11,14,-3,0.125,0,0,0,0,0,0,0,0,0.6,0.0,9,-6,-11,0.0,0.5892857142857143,12
2020-11-21,Tottenham,Man City,2,0,H,82,85,-3,8,17,59,14,0.42105263157894735,19,9,10,0.625,7,12,81,67,0.6842105263157895,10,9,1,0.42857142857142855,1,0,0,0,0,0,0,0,0.8,0.4,5,-22,-53,-0.26315789473684215,0.19642857142857145,9
2020-11-21,Man United,West Brom,1,0,H,82,73,9,7,10,66,30,0.4736842105263158,12,14,-2,0.42857142857142855,8,3,-1,-1,0.0,6,17,-11,0.0,0,0,0,0,0,0,0,0,0.4,0.0,7,67,31,0.4736842105263158,0.42857142857142855,9
2020-11-22,Fulham,Everton,2,3,A,75,79,-4,8,4,-1,-1,0.0,7,15,-8,0.125,8,13,49,-12,0.34210526315789475,16,14,2,0.5,0,0,0,0,0,0,1,0,0.2,0.2,-9,-50,11,-0.34210526315789475,-0.375,-10
2020-11-22,Sheffield United,West Ham,0,1,A,73,78,-5,8,1,54,0,0.3684210526315789,4,14,-10,0.0,8,11,39,-13,0.2631578947368421,14,10,4,0.375,0,0,1,0,0,0,0,0,0.0,0.4,-10,15,13,0.10526315789473684,-0.375,-14
2020-11-22,Leeds,Arsenal,0,0,D,76,80,-4,8,10,-1,-1,0.0,14,17,-3,0.375,8,12,56,8,0.3684210526315789,9,10,-1,0.5,0,0,0,0,0,0,0,0,0.2,0.4,-2,-57,-9,-0.3684210526315789,-0.125,-2
2020-11-22,Liverpool,Leicester,3,0,H,85,80,5,8,17,99,52,0.8421052631578947,18,16,2,0.625,8,18,62,26,0.4736842105263158,18,9,9,0.75,0,0,0,0,1,0,0,0,0.4,0.6,-1,37,26,0.36842105263157887,-0.125,-7
2020-11-23,Burnley,Crystal Palace,1,0,H,76,76,0,7,2,54,-7,0.3947368421052632,3,12,-9,0.0,8,13,43,-19,0.2894736842105263,12,12,0,0.5,0,0,0,0,0,0,0,0,0.0,0.4,-11,11,12,0.10526315789473689,-0.5,-9
2020-11-23,Wolves,Southampton,1,1,D,79,76,3,8,13,59,11,0.3947368421052632,8,9,-1,0.5,8,16,52,-9,0.3947368421052632,16,12,4,0.625,0,0,0,0,1,0,0,0,0.6,0.8,-3,7,20,0.0,-0.125,-5
2020-11-27,Crystal Palace,Newcastle,0,2,A,76,76,0,9,13,43,-19,0.2894736842105263,12,13,-1,0.4444444444444444,9,11,44,-20,0.2894736842105263,10,15,-5,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.2,2,-1,1,0.0,0.1111111111111111,4
2020-11-28,Brighton,Liverpool,1,1,D,75,85,-10,9,9,41,-15,0.2368421052631579,13,15,-2,0.2222222222222222,9,20,99,52,0.8421052631578947,21,16,5,0.6666666666666666,0,0,0,0,0,0,0,0,0.2,0.6,-11,-58,-67,-0.6052631578947367,-0.4444444444444444,-7
2020-11-28,Man City,Burnley,5,0,H,85,76,9,8,12,81,67,0.6842105263157895,10,11,-1,0.375,8,5,54,-7,0.3947368421052632,4,12,-8,0.125,0,0,0,0,0,0,0,0,0.4,0.2,7,27,74,0.28947368421052627,0.25,7
2020-11-28,Everton,Leeds,0,1,A,79,76,3,9,16,49,-12,0.34210526315789475,19,16,3,0.5555555555555556,9,11,-1,-1,0.0,14,17,-3,0.3333333333333333,0,0,0,0,0,0,0,0,0.2,0.2,5,50,-11,0.34210526315789475,0.22222222222222227,6
2020-11-28,West Brom,Sheffield United,1,0,H,73,73,0,9,3,-1,-1,0.0,6,18,-12,0.0,9,1,54,0,0.3684210526315789,4,15,-11,0.0,0,0,1,0,0,0,1,0,0.0,0.0,2,-55,-1,-0.3684210526315789,0.0,-1
2020-11-29,Southampton,Man United,2,3,A,76,82,-6,9,17,52,-9,0.3947368421052632,17,13,4,0.5555555555555556,8,13,66,30,0.4736842105263158,13,14,-1,0.5,0,0,0,0,0,0,0,0,0.6,0.6,4,-14,-39,-0.0789473684210526,0.05555555555555558,5
2020-11-29,Chelsea,Tottenham,0,0,D,82,82,0,9,18,66,15,0.5263157894736842,22,10,12,0.5555555555555556,9,20,59,14,0.42105263157894735,21,9,12,0.6666666666666666,1,0,0,0,1,0,0,0,0.6,0.8,-2,7,1,0.10526315789473684,-0.11111111111111105,0
2020-11-29,Arsenal,Wolves,1,2,A,80,79,1,9,13,56,8,0.3684210526315789,9,10,-1,0.4444444444444444,9,14,59,11,0.3947368421052632,9,10,-1,0.4444444444444444,0,0,0,0,0,0,0,0,0.2,0.4,-1,-3,-3,-0.026315789473684292,0.0,0
2020-11-30,Leicester,Fulham,1,2,A,80,75,5,9,18,62,26,0.4736842105263158,18,12,6,0.6666666666666666,9,4,-1,-1,0.0,9,18,-9,0.1111111111111111,0,0,0,0,0,0,0,0,0.6,0.2,14,63,27,0.4736842105263158,0.5555555555555556,15
2020-11-30,West Ham,Aston Villa,2,1,H,78,77,1,9,14,39,-13,0.2631578947368421,15,10,5,0.4444444444444444,8,15,35,-26,0.2368421052631579,19,11,8,0.625,0,0,0,0,0,0,0,0,0.4,0.4,-1,4,13,0.02631578947368418,-0.18055555555555558,-3
2020-12-05,Burnley,Everton,1,1,D,76,79,-3,9,5,54,-7,0.3947368421052632,4,17,-13,0.1111111111111111,10,16,49,-12,0.34210526315789475,19,17,2,0.5,0,0,0,0,0,0,0,0,0.2,0.2,-11,5,5,0.052631578947368474,-0.3888888888888889,-15
