Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,OVA_diff
2014-08-16,Arsenal,Crystal Palace,2,1,H,80,73,7
2014-08-16,Leicester,Everton,2,2,D,72,78,-6
2014-08-16,Man United,Swansea,1,2,A,81,75,6
2014-08-16,QPR,Hull,0,1,A,75,73,2
2014-08-16,Stoke,Aston Villa,0,1,A,76,75,1
2014-08-16,West Brom,Sunderland,2,2,D,74,74,0
2014-08-16,West Ham,Tottenham,0,1,A,75,78,-3
2014-08-17,Liverpool,Southampton,2,1,H,79,76,3
2014-08-17,Newcastle,Man City,0,2,A,75,82,-7
2014-08-18,Burnley,Chelsea,1,3,A,70,83,-13
2014-08-23,Aston Villa,Newcastle,0,0,D,75,75,0
2014-08-23,Chelsea,Leicester,2,0,H,83,72,11
2014-08-23,Crystal Palace,West Ham,1,3,A,73,75,-2
2014-08-23,Everton,Arsenal,2,2,D,78,80,-2
2014-08-23,Southampton,West Brom,0,0,D,76,74,2
2014-08-23,Swansea,Burnley,1,0,H,75,70,5
2014-08-24,Hull,Stoke,1,1,D,73,76,-3
2014-08-24,Sunderland,Man United,1,1,D,74,81,-7
2014-08-24,Tottenham,QPR,4,0,H,78,75,3
2014-08-25,Man City,Liverpool,3,1,H,82,79,3
2014-08-30,Burnley,Man United,0,0,D,70,81,-11
2014-08-30,Everton,Chelsea,3,6,A,78,83,-5
2014-08-30,Man City,Stoke,0,1,A,82,76,6
2014-08-30,Newcastle,Crystal Palace,3,3,D,75,73,2
2014-08-30,QPR,Sunderland,1,0,H,75,74,1
2014-08-30,Swansea,West Brom,3,0,H,75,74,1
2014-08-30,West Ham,Southampton,1,3,A,75,76,-1
2014-08-31,Aston Villa,Hull,2,1,H,75,73,2
2014-08-31,Leicester,Arsenal,1,1,D,72,80,-8
2014-08-31,Tottenham,Liverpool,0,3,A,78,79,-1
2014-09-13,Arsenal,Man City,2,2,D,80,82,-2
2014-09-13,Chelsea,Swansea,4,2,H,83,75,8
2014-09-13,Crystal Palace,Burnley,0,0,D,73,70,3
2014-09-13,Liverpool,Aston Villa,0,1,A,79,75,4
2014-09-13,Southampton,Newcastle,4,0,H,76,75,1
2014-09-13,Stoke,Leicester,0,1,A,76,72,4
2014-09-13,Sunderland,Tottenham,2,2,D,74,78,-4
2014-09-13,West Brom,Everton,0,2,A,74,78,-4
2014-09-14,Man United,QPR,4,0,H,81,75,6
2014-09-15,Hull,West Ham,2,2,D,73,75,-2
2014-09-20,Aston Villa,Arsenal,0,3,A,75,80,-5
2014-09-20,Burnley,Sunderland,0,0,D,70,74,-4
2014-09-20,Newcastle,Hull,2,2,D,75,73,2
2014-09-20,QPR,Stoke,2,2,D,75,76,-1
2014-09-20,Swansea,Southampton,0,1,A,75,76,-1
2014-09-20,West Ham,Liverpool,3,1,H,75,79,-4
2014-09-21,Everton,Crystal Palace,2,3,A,78,73,5
2014-09-21,Leicester,Man United,5,3,H,72,81,-9
2014-09-21,Man City,Chelsea,1,1,D,82,83,-1
2014-09-21,Tottenham,West Brom,0,1,A,78,74,4
2014-09-27,Arsenal,Tottenham,1,1,D,80,78,2
2014-09-27,Chelsea,Aston Villa,3,0,H,83,75,8
2014-09-27,Crystal Palace,Leicester,2,0,H,73,72,1
2014-09-27,Hull,Man City,2,4,A,73,82,-9
2014-09-27,Liverpool,Everton,1,1,D,79,78,1
2014-09-27,Man United,West Ham,2,1,H,81,75,6
2014-09-27,Southampton,QPR,2,1,H,76,75,1
