Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,OVA_diff
2015-08-08,Bournemouth,Aston Villa,0,1,A,73,75,-2
2015-08-08,Chelsea,Swansea,2,2,D,83,76,7
2015-08-08,Everton,Watford,2,2,D,78,75,3
2015-08-08,Leicester,Sunderland,4,2,H,76,75,1
2015-08-08,Man United,Tottenham,1,0,H,81,79,2
2015-08-08,Norwich,Crystal Palace,1,3,A,74,76,-2
2015-08-09,Arsenal,West Ham,0,2,A,82,77,5
2015-08-09,Newcastle,Southampton,2,2,D,77,77,0
2015-08-09,Stoke,Liverpool,0,1,A,77,79,-2
2015-08-10,West Brom,Man City,0,3,A,75,82,-7
2015-08-14,Aston Villa,Man United,0,1,A,75,81,-6
2015-08-15,Southampton,Everton,0,3,A,77,78,-1
2015-08-15,Sunderland,Norwich,1,3,A,75,74,1
2015-08-15,Swansea,Newcastle,2,0,H,76,77,-1
2015-08-15,Tottenham,Stoke,2,2,D,79,77,2
2015-08-15,Watford,West Brom,0,0,D,75,75,0
2015-08-15,West Ham,Leicester,1,2,A,77,76,1
2015-08-16,Crystal Palace,Arsenal,1,2,A,76,82,-6
2015-08-16,Man City,Chelsea,3,0,H,82,83,-1
2015-08-17,Liverpool,Bournemouth,1,0,H,79,73,6
2015-08-22,Crystal Palace,Aston Villa,2,1,H,76,75,1
2015-08-22,Leicester,Tottenham,1,1,D,76,79,-3
2015-08-22,Man United,Newcastle,0,0,D,81,77,4
2015-08-22,Norwich,Stoke,1,1,D,74,77,-3
2015-08-22,Sunderland,Swansea,1,1,D,75,76,-1
2015-08-22,West Ham,Bournemouth,3,4,A,77,73,4
2015-08-23,Everton,Man City,0,2,A,78,82,-4
2015-08-23,Watford,Southampton,0,0,D,75,77,-2
2015-08-23,West Brom,Chelsea,2,3,A,75,83,-8
2015-08-24,Arsenal,Liverpool,0,0,D,82,79,3
2015-08-29,Aston Villa,Sunderland,2,2,D,75,75,0
2015-08-29,Bournemouth,Leicester,1,1,D,73,76,-3
2015-08-29,Chelsea,Crystal Palace,1,2,A,83,76,7
2015-08-29,Liverpool,West Ham,0,3,A,79,77,2
2015-08-29,Man City,Watford,2,0,H,82,75,7
2015-08-29,Newcastle,Arsenal,0,1,A,77,82,-5
2015-08-29,Stoke,West Brom,0,1,A,77,75,2
2015-08-29,Tottenham,Everton,0,0,D,79,78,1
2015-08-30,Southampton,Norwich,3,0,H,77,74,3
2015-08-30,Swansea,Man United,2,1,H,76,81,-5
2015-09-12,Arsenal,Stoke,2,0,H,82,77,5
2015-09-12,Crystal Palace,Man City,0,1,A,76,82,-6
2015-09-12,Everton,Chelsea,3,1,H,78,83,-5
2015-09-12,Man United,Liverpool,3,1,H,81,79,2
2015-09-12,Norwich,Bournemouth,3,1,H,74,73,1
2015-09-12,Watford,Swansea,1,0,H,75,76,-1
2015-09-12,West Brom,Southampton,0,0,D,75,77,-2
2015-09-13,Leicester,Aston Villa,3,2,H,76,75,1
2015-09-13,Sunderland,Tottenham,0,1,A,75,79,-4
2015-09-14,West Ham,Newcastle,2,0,H,77,77,0
2015-09-19,Aston Villa,West Brom,0,1,A,75,75,0
2015-09-19,Bournemouth,Sunderland,2,0,H,73,75,-2
2015-09-19,Chelsea,Arsenal,2,0,H,83,82,1
2015-09-19,Man City,West Ham,1,2,A,82,77,5
2015-09-19,Newcastle,Watford,1,2,A,77,75,2
2015-09-19,Stoke,Leicester,2,2,D,77,76,1
2015-09-19,Swansea,Everton,0,0,D,76,78,-2
2015-09-20,Liverpool,Norwich,1,1,D,79,74,5
2015-09-20,Southampton,Man United,2,3,A,77,81,-4
2015-09-20,Tottenham,Crystal Palace,1,0,H,79,76,3
2015-09-26,Leicester,Arsenal,2,5,A,76,82,-6
2015-09-26,Liverpool,Aston Villa,3,2,H,79,75,4
2015-09-26,Man United,Sunderland,3,0,H,81,75,6
2015-09-26,Newcastle,Chelsea,2,2,D,77,83,-6
